STATEFP,COUNTYFP,STATE,COUNTY,Any_poultry,ER2023,A1B45,A1B85,A245,A285,B145,B185,B245,B285
1,115,Alabama,St. Clair,151,6.720830312,9.516536246,9.511625932,9.507700145,9.508321584,9.507720111,9.491574097,9.512256672,9.497279093
1,117,Alabama,Shelby,80,9.810112437,8.975557231,9.009900837,9.010901748,9.049454535,9.067957268,9.112962464,9.085407255,9.136634922
1,119,Alabama,Sumter,13,2.967577937,7.728969512,7.849808991,7.952617549,8.045910383,7.619147028,7.724782445,7.628624936,7.745617035
1,121,Alabama,Talladega,83,10.29983493,9.129546468,9.210730065,9.161118421,9.256105389,9.219546347,9.335752508,9.210706968,9.333242014
1,123,Alabama,Tallapoosa,55,6.893665081,9.741508302,9.530513182,9.770426719,9.560280605,9.561674501,9.373880205,9.614086052,9.410878234
1,125,Alabama,Tuscaloosa,86,5.200159253,9.072980131,9.024678908,8.939833205,8.893726998,8.791536808,8.683984596,8.846059527,8.743893089
1,127,Alabama,Walker,128,3.525909654,8.776781884,9.006211229,8.763328467,8.971892614,8.963920038,9.187954112,8.989410313,9.243823614
1,129,Alabama,Washington,65,1.301444532,7.00422876,6.901566582,7.245226669,7.144751632,6.857626014,6.73062133,6.942619672,6.807264371
1,131,Alabama,Wilcox,22,2.761276216,8.264790439,8.003030554,8.271795755,8.025478818,8.198187605,7.936487629,8.1896784,7.917136117
1,133,Alabama,Winston,56,1.909311305,9.002074324,9.24392135,9.117509438,9.378495864,8.846417912,9.02146427,8.88918515,9.087701469
4,1,Arizona,Apache,841,12.30092749,9.260190147,9.42668266,9.248211985,9.413675213,9.293641281,9.465575982,9.253958894,9.420533744
4,3,Arizona,Cochise,195,5.604856622,6.947699536,7.050240915,6.875920523,6.987282111,6.874654445,6.986473646,6.847969487,6.959479826
4,5,Arizona,Coconino,353,10.2691861,9.286449964,9.397381624,9.265418772,9.370483916,9.26058314,9.368447825,9.276656929,9.387608804
4,7,Arizona,Gila,38,7.010873503,9.54677942,9.542298787,9.539777374,9.536384284,9.510865673,9.502716748,9.479311447,9.478931738
4,9,Arizona,Graham,34,6.659043464,8.75757772,8.87297005,8.756965008,8.871258505,8.651209246,8.766205325,8.645304112,8.760649181
4,11,Arizona,Greenlee,18,2.302715764,8.597203174,8.768959076,8.598356787,8.770935169,8.589183891,8.759988722,8.588300987,8.751767616
4,12,Arizona,La Paz,3,10.44465805,10.90477026,10.60874064,10.90088057,10.60443733,10.83429596,10.53857433,10.78646044,10.49588539
4,13,Arizona,Maricopa,290,18.83788047,13.85033403,13.69117296,12.80762513,12.6739305,13.10067085,12.95552603,12.57850965,12.47282988
4,15,Arizona,Mohave,49,8.00041343,11.56196104,11.5067867,11.23067203,11.16463635,11.27322527,11.20829644,11.18866451,11.12335539
4,17,Arizona,Navajo,512,16.85993027,9.077064399,9.194455802,9.042918292,9.159424472,9.099063939,9.225877687,9.067290092,9.181590788
4,19,Arizona,Pima,110,10.15533527,8.956120431,9.088484225,8.862299234,8.950632842,9.049706879,9.16838774,8.782394886,8.869058347
4,21,Arizona,Pinal,119,5.193389476,9.516478103,9.724214477,9.46914576,9.665637362,9.487476486,9.700252353,9.496042168,9.692168193
4,23,Arizona,Santa Cruz,26,3.547217846,6.696518658,6.975130393,6.647052105,6.921676535,6.687360849,6.958752948,6.471058533,6.749455978
4,25,Arizona,Yavapai,139,16.21871209,9.066432955,9.037669759,9.040009444,8.996425302,9.01110488,8.975982043,8.843164585,8.78102698
4,27,Arizona,Yuma,38,5.986241306,9.845569775,9.652652723,9.766553496,9.572035338,9.694567547,9.50133498,9.683383141,9.49570221
5,1,Arkansas,Arkansas,10,13.17510867,11.18698789,11.42176708,11.16001162,11.39953624,11.39615229,11.6099907,11.42350153,11.63820191
5,3,Arkansas,Ashley,62,3.866370768,8.730015435,8.562085037,8.777131596,8.615058052,8.80155649,8.638286969,8.826687372,8.667589671
5,5,Arkansas,Baxter,67,9.247550389,8.951841459,9.089288506,8.947823401,9.082159068,8.808110687,8.908928672,8.901861851,9.020559115
5,7,Arkansas,Benton,434,12.18507172,10.28391128,10.53707161,10.41951807,10.65124843,9.991786847,10.256562,10.51605339,10.71247643
5,9,Arkansas,Boone,198,6.7553268,8.713156763,8.68056983,8.939044122,8.885393631,8.462137156,8.409791452,8.578516683,8.544854819
5,11,Arkansas,Bradley,42,2.756200605,8.043134449,7.988761824,8.052923102,8.002702777,7.989628516,7.927000508,7.993287599,7.945521481
5,13,Arkansas,Calhoun,21,4.535466072,8.139423658,7.986261805,8.216694878,8.040136211,8.082494127,7.942198477,8.03002739,7.882549673
5,15,Arkansas,Carroll,248,4.367361312,8.519639454,8.684901641,8.538060698,8.711411711,8.225926322,8.314745589,8.403227589,8.552317302
5,17,Arkansas,Chicot,13,2.932776556,11.19553193,10.94041257,11.14697285,10.93222091,11.29834716,11.05090625,11.24809805,11.00492525
5,19,Arkansas,Clark,49,8.249465044,9.167533018,9.190851004,9.128143159,9.137173117,9.303283964,9.327083354,9.172713874,9.178631719
5,21,Arkansas,Clay,38,8.274105274,13.72217942,13.29545103,14.00120251,13.54941147,13.65431781,13.20173358,13.79611271,13.30866251
5,23,Arkansas,Cleburne,110,11.36983626,9.685397997,9.765538807,9.723037768,9.835349997,9.85074956,9.889145975,9.714072318,9.779212187
5,25,Arkansas,Cleveland,63,1.5276118,8.214251603,8.382146747,8.264640116,8.440320645,8.184356296,8.331255452,8.21179161,8.365043013
5,27,Arkansas,Columbia,40,4.721642679,7.542905189,7.251078945,7.539360188,7.246893342,7.447247859,7.130120553,7.523731361,7.220360795
5,29,Arkansas,Conway,135,6.868560918,8.967435924,9.037371237,9.109766808,9.177314906,9.021077663,9.091895536,8.992841257,9.061927292
5,31,Arkansas,Craighead,30,13.74605886,13.25213952,13.22412767,12.84921866,12.83158104,12.42346112,12.40917531,12.67314122,12.7086221
5,33,Arkansas,Crawford,128,12.09789656,9.38308574,9.461422238,8.766425413,8.861584268,8.953508585,9.048820823,8.766949878,8.891396576
5,35,Arkansas,Crittenden,24,16.06412801,12.6226369,12.9423344,12.57387537,12.88421911,12.07213947,12.34808924,12.3347743,12.66589183
5,37,Arkansas,Cross,17,7.204506222,14.41382899,14.31671342,14.36828294,14.30197849,13.91411319,13.86162785,14.21372268,14.15153441
5,39,Arkansas,Dallas,15,1.39002454,8.38529962,8.423694671,8.38984805,8.428489204,8.324325219,8.356739103,8.306602631,8.352098674
5,41,Arkansas,Desha,8,16.20429857,11.35112186,11.39320419,11.38346574,11.43153737,11.45604023,11.48746904,11.46626798,11.47707612
5,43,Arkansas,Drew,49,1.83543486,8.658028086,8.513843698,8.794772131,8.637137498,8.642653243,8.556304311,8.67642619,8.581611788
5,45,Arkansas,Faulkner,177,11.88664678,9.66014197,9.67679776,9.757880615,9.815587756,9.717524494,9.676103389,9.638318713,9.613469228
5,47,Arkansas,Franklin,113,3.659373041,8.456726198,8.566500332,8.668067016,8.757693105,8.428063573,8.524596821,8.484977946,8.583966526
5,49,Arkansas,Fulton,124,5.702664755,7.156477743,7.472569797,7.13536851,7.452290094,7.241311221,7.579432636,7.211354116,7.540574125
5,51,Arkansas,Garland,70,5.36214845,9.376649096,9.347993,9.141563995,9.100028319,8.897430798,8.826155098,9.019702355,8.944566591
5,53,Arkansas,Grant,67,3.166824458,8.194525547,8.230106833,8.231299117,8.262136411,8.182811927,8.235809623,8.218571558,8.229389728
5,55,Arkansas,Greene,67,12.73262469,12.51422258,12.34513248,12.42700114,12.2168753,12.7397885,12.62325183,12.70305167,12.55115917
5,57,Arkansas,Hempstead,163,7.237183381,8.554146961,8.68993806,8.631885409,8.755374024,8.726615662,8.862091713,8.716435119,8.879379208
5,59,Arkansas,Hot Spring,97,8.278183775,8.884135651,8.853181845,9.169494085,9.134615595,8.823789215,8.811058717,8.859411373,8.841162359
5,61,Arkansas,Howard,153,7.250204412,8.750606695,8.576750885,8.808425092,8.666665223,8.732622349,8.591012862,8.736750313,8.602790896
5,63,Arkansas,Independence,148,2.422682916,9.918682613,9.941597098,10.11876304,10.11271493,9.612257288,9.53625828,9.808382497,9.746844203
5,65,Arkansas,Izard,83,3.475061322,8.83004537,9.072713141,8.840259833,9.08699457,8.545876002,8.772220515,8.766934549,8.968310633
5,67,Arkansas,Jackson,24,15.09323612,14.93671745,14.82464731,15.03748588,14.96219162,14.6944181,14.6040088,14.98881366,14.88325534
5,69,Arkansas,Jefferson,36,10.70723942,10.54684918,10.6714125,10.41923745,10.53340024,10.32497009,10.47499968,10.3435148,10.53844298
5,71,Arkansas,Johnson,120,11.70676864,9.331993186,9.641937354,9.40749695,9.72611929,9.40178913,9.689217304,9.280456765,9.59177259
5,73,Arkansas,Lafayette,44,8.823930213,8.893873046,8.791500675,8.895107358,8.797578085,8.932809942,8.822265713,8.880115289,8.76579543
5,75,Arkansas,Lawrence,53,7.497030212,12.7304205,12.56889022,12.72604226,12.57343566,12.36958749,12.2648981,12.8406581,12.677373
5,77,Arkansas,Lee,0,8.693137651,11.79025992,12.06515923,11.84172446,12.11532815,11.70193344,11.98367191,11.72548704,11.99585403
5,79,Arkansas,Lincoln,48,4.556659149,10.95622638,11.34523028,10.94086718,11.33227689,10.77526275,11.12548708,10.84520025,11.22192256
5,81,Arkansas,Little River,61,9.998892742,9.637262758,9.556913503,9.651529784,9.550639302,9.52733668,9.4604347,9.53288324,9.466909869
5,83,Arkansas,Logan,205,6.527733734,9.71354517,9.567123851,9.742281595,9.603440365,9.745603015,9.61047101,9.782648024,9.627295099
5,85,Arkansas,Lonoke,89,11.4711331,12.77395011,13.07701502,13.04759427,13.30642106,13.24654438,13.4669144,13.19262484,13.42709951
5,87,Arkansas,Madison,206,1.752861826,7.052253761,7.401347444,7.264697126,7.622501968,7.094551821,7.454849542,7.095751835,7.458471533
5,89,Arkansas,Marion,60,4.305082825,8.426491712,8.704352267,8.416915986,8.70509361,8.413462268,8.692533524,8.360739319,8.638316459
5,91,Arkansas,Miller,45,5.620464542,9.101920047,8.82908053,9.213196359,8.928782598,8.744458082,8.486694887,8.952068188,8.677283018
5,93,Arkansas,Mississippi,5,11.60305014,13.69407746,14.24759509,13.98988288,14.524967,14.04983421,14.60755219,14.12326919,14.64532222
5,95,Arkansas,Monroe,0,9.904411482,12.67974951,12.91753634,12.73231864,12.96247576,12.61221638,12.83769961,12.59548547,12.83048149
5,97,Arkansas,Montgomery,53,4.301533831,8.354268467,8.231297268,8.409473805,8.284223771,8.228587004,8.129074458,8.324489821,8.211568939
5,99,Arkansas,Nevada,79,3.412164276,7.473765505,7.499569067,7.559193611,7.569650364,7.334448677,7.339443627,7.374838261,7.383717099
5,101,Arkansas,Newton,59,1.685690928,6.35825093,6.47959755,6.332972346,6.474029181,6.2390023,6.359134425,6.300748765,6.417278592
5,103,Arkansas,Ouachita,34,2.247108972,8.20514602,8.232947823,8.245097903,8.282195162,8.233972724,8.268904591,8.232660502,8.265160167
5,105,Arkansas,Perry,57,3.689210763,9.667508497,9.566673361,9.678549527,9.580235594,9.624695968,9.524357195,9.652806065,9.554844009
5,107,Arkansas,Phillips,4,4.719142798,10.77369848,11.21319314,11.1280842,11.56343984,11.06212065,11.46118411,11.31228877,11.70764496
5,109,Arkansas,Pike,87,4.003845712,9.089149669,8.963497068,9.135995698,9.022732515,8.927765959,8.762305587,9.035389687,8.896709131
5,111,Arkansas,Poinsett,5,14.69465954,14.48071137,14.55343831,14.68378942,14.72721219,14.57308092,14.61762784,14.49931279,14.59411913
5,113,Arkansas,Polk,110,4.224418169,8.013528898,8.064593574,8.018600948,8.072958037,7.90578483,7.963811307,8.057018658,8.116284243
5,115,Arkansas,Pope,174,13.61859997,8.660595825,9.086468921,8.63494579,9.051957623,8.75722838,9.159420289,8.740998156,9.160994043
5,117,Arkansas,Prairie,17,7.910350753,12.51309712,12.68533286,12.50538925,12.68606735,12.60278417,12.75699221,12.53932621,12.69571181
5,119,Arkansas,Pulaski,99,8.788013116,13.43155034,13.63605704,12.71874518,13.00833306,12.51907621,12.78411833,12.45990193,12.72743968
5,121,Arkansas,Randolph,171,4.148597043,10.770393,10.80945114,11.00712954,11.05445687,10.48373518,10.54026275,10.74767574,10.78581273
5,123,Arkansas,St. Francis,4,7.734798909,13.00047412,13.16256669,13.27504725,13.39279542,13.23830685,13.41145334,13.24824206,13.40207606
5,125,Arkansas,Saline,61,14.49565736,8.588944936,8.622714573,8.598780518,8.636202635,8.514547945,8.565004695,8.575121307,8.630771327
5,127,Arkansas,Scott,85,7.649197024,8.048045443,8.052712475,8.103017699,8.115213782,7.922282042,7.953216472,7.932170725,7.957620807
5,129,Arkansas,Searcy,81,1.338273804,7.085346951,7.212936436,7.105207999,7.215867177,7.051297428,7.141118181,7.084145213,7.189700458
5,131,Arkansas,Sebastian,167,14.54809451,9.323301255,9.294939145,9.132125327,9.012741891,9.036087881,8.93583481,8.985253386,8.882483641
5,133,Arkansas,Sevier,126,5.627946612,8.916380509,8.884936396,9.027418034,8.980068936,8.650226199,8.604384276,8.800769449,8.750453923
5,135,Arkansas,Sharp,123,1.532604252,9.464603138,9.571445527,9.480475053,9.588423465,9.153208801,9.239938779,9.400156111,9.486845585
5,137,Arkansas,Stone,71,3.517422117,6.652298754,6.725378577,6.716193275,6.850156918,6.21344502,6.275076939,6.435327529,6.492207311
5,139,Arkansas,Union,46,4.273254701,7.985912774,7.806817289,7.996073366,7.811583432,7.961851053,7.793714261,8.034496095,7.868129013
5,141,Arkansas,Van Buren,90,4.215044979,7.550539371,7.759533537,7.516835049,7.733668708,7.521269181,7.661086644,7.587198403,7.749821235
5,143,Arkansas,Washington,439,13.81009411,9.232699705,9.380077936,9.414626282,9.437501736,8.901828243,9.042724414,9.071088798,9.168125609
5,145,Arkansas,White,244,14.16042398,11.096042,11.18962635,11.45464214,11.50760111,10.90553257,11.01671436,11.26470529,11.34393961
5,147,Arkansas,Woodruff,3,14.9727446,14.41914056,14.57213062,14.57523088,14.71177653,13.67100859,13.80051723,13.85257999,13.98809983
5,149,Arkansas,Yell,184,10.38055327,9.628657362,9.569257296,9.583216077,9.519661922,9.696330198,9.627581201,9.675092522,9.601546564
6,1,California,Alameda,37,20.53001509,17.26487069,16.85681977,17.61337143,17.19328524,17.58440724,17.15149087,17.52747957,17.08091118
6,3,California,Alpine,0,8.573144194,10.64978919,10.82752389,10.64978919,10.82752389,10.64810298,10.82601659,10.64978919,10.82752389
6,5,California,Amador,89,11.89805527,12.10086075,12.28883012,12.06482277,12.25162215,11.95292088,12.1560594,12.04785467,12.23993733
6,7,California,Butte,181,14.90941888,14.08717016,13.35698591,13.91223066,13.14056574,14.14650725,13.34411086,14.36037892,13.55508571
6,9,California,Calaveras,149,15.21235499,12.12082552,11.38820517,12.12671076,11.3951676,12.11708318,11.38934652,12.13461959,11.40656388
6,11,California,Colusa,18,31.58673916,14.09932961,13.43620047,13.79954279,13.19354155,14.66379814,13.96442243,14.58539146,13.92942951
6,13,California,Contra Costa,42,15.22213074,16.61027619,16.15653643,16.70512168,16.26489914,16.74885719,16.23060042,16.2071091,15.55846465
6,15,California,Del Norte,15,8.273978024,8.90253956,9.009784975,8.902757472,9.018883277,8.947032992,9.073246928,8.911928037,9.035919025
6,17,California,El Dorado,299,15.50404337,12.80871483,12.70597372,12.78531358,12.67697293,12.79822497,12.69983093,12.7644246,12.65190322
6,19,California,Fresno,207,15.96639703,14.17259452,14.28808861,14.03250931,14.17481231,13.77851119,13.9602365,13.96341301,14.20793267
6,21,California,Glenn,63,35.14036304,12.56165004,12.12686326,12.5080116,12.0842494,12.69767903,12.23156281,12.60893792,12.14918632
6,23,California,Humboldt,96,16.0308169,10.19963779,9.208219327,10.22907311,9.217094426,10.15375835,9.17524926,10.16484163,9.178501796
6,25,California,Imperial,7,11.22232374,12.03608838,11.6005956,11.97013097,11.54198006,12.01390266,11.57917581,11.95867297,11.53701792
6,27,California,Inyo,6,8.762653525,9.728658246,9.623647089,9.710977081,9.604599397,9.697446108,9.591495868,9.678406332,9.57065112
6,29,California,Kern,158,10.66907295,10.59901325,10.5088313,10.20028751,10.08595619,10.38347469,10.24866969,10.31546922,10.21937059
6,31,California,Kings,46,12.84635668,14.71466249,13.34482646,14.8202846,13.40027725,15.1296966,13.70846994,14.93172272,13.61411322
6,33,California,Lake,84,19.75841441,14.06108777,14.00688944,14.04409292,13.99403715,14.04331373,13.99095809,14.04212222,13.99271826
6,35,California,Lassen,82,17.1450339,13.55278317,13.45132032,13.46544341,13.35335392,13.47922723,13.37845806,13.56054298,13.46358485
6,37,California,Los Angeles,139,17.1492878,14.34705042,14.39098163,14.23680767,14.28726104,14.23343814,14.27347068,13.97448226,13.96550573
6,39,California,Madera,89,18.41264716,13.22769874,13.34065428,13.08282836,13.19806932,12.66884436,12.7989746,12.03503294,12.20644707
6,41,California,Marin,32,16.17342267,11.50073586,11.47450153,11.18416936,11.18691078,11.25507624,11.27154077,11.2262312,11.19043982
6,43,California,Mariposa,88,6.073162852,10.56323497,10.6464288,10.56403658,10.64787308,10.57416014,10.63902407,10.59171079,10.66021357
6,45,California,Mendocino,117,11.27147627,10.27779182,9.223162666,10.27938216,9.24612436,10.2321826,9.19470057,10.27955918,9.221654376
6,47,California,Merced,101,20.61127665,14.19310839,12.88352526,14.52499122,13.13408828,14.61503888,13.32146534,14.45510073,13.16839578
6,49,California,Modoc,45,19.62200633,15.1970221,15.36676292,15.2010616,15.36825855,15.16188223,15.32975823,15.19553671,15.35912637
6,51,California,Mono,9,7.788294259,11.56374651,11.62135672,11.56050454,11.62160708,11.56524927,11.61898592,11.55993184,11.60766675
6,53,California,Monterey,93,11.66298544,12.43846269,11.92556294,12.30380099,11.78734398,12.35876956,11.8045095,12.31730134,11.84629914
6,55,California,Napa,118,20.66799478,12.02812619,11.21760695,11.93116347,11.07670945,11.98928351,11.12015531,11.61167396,10.85223178
6,57,California,Nevada,154,13.45070619,11.87597885,11.93857985,11.81850421,11.87797088,11.79817257,11.85737693,11.82333609,11.89164511
6,59,California,Orange,15,20.5025826,13.46256863,12.65741192,13.30986536,12.49186075,13.36007334,12.52589435,13.10962053,12.29441881
6,61,California,Placer,329,18.55771911,14.25108608,14.30688601,14.1509673,14.22032836,14.10852583,14.14263277,13.97577263,14.0605404
6,63,California,Plumas,47,19.84146779,12.32874835,12.24648332,12.41258057,12.33733745,12.38724453,12.31323721,12.3987512,12.3278244
6,65,California,Riverside,298,12.43308343,11.87179345,11.2920734,11.65134326,11.04428684,11.71978929,11.10210066,11.32513264,10.67022192
6,67,California,Sacramento,209,24.97619477,17.97893931,17.24421829,17.69484202,16.91042388,17.23311695,16.51048218,16.35591448,15.58041777
6,69,California,San Benito,49,8.765102609,9.794848468,9.748231935,9.74688158,9.693449919,9.693664388,9.655000658,9.719818009,9.674112854
6,71,California,San Bernardino,139,10.07653107,9.940010238,9.133104291,9.778568745,8.975460873,9.854335985,9.047952029,9.726340426,8.915200101
6,73,California,San Diego,408,11.33683191,12.42891608,11.1678357,11.93352452,10.59683407,12.13294022,10.79718407,11.39662143,10.12415796
6,75,California,San Francisco,0,13.79748753,15.98792343,15.88138624,15.95413387,15.83655809,15.7575647,15.65324032,15.73140315,15.6270934
6,77,California,San Joaquin,253,18.6809001,16.21783345,15.33033181,15.78232273,14.92942743,15.40530299,14.53646039,15.16179538,14.32281351
6,79,California,San Luis Obispo,305,12.98243757,12.53253086,11.88677636,12.35428036,11.78430735,12.44965225,11.86766265,11.93033603,11.44822526
6,81,California,San Mateo,40,12.02168767,14.10771055,13.75485453,13.98386825,13.6422266,13.96824417,13.64921319,14.03092483,13.72472576
