STATEFP,COUNTYFP,STATE,COUNTY,Any_poultry,ER2023,A1B45,A1B85,A245,A285,B145,B185,B245,B285
1,63,Alabama,Greene,17,13.34378122,8.922835779,8.869537121,9.585551333,9.410972671,7.960711789,7.848042143,7.991554899,7.840518019
1,65,Alabama,Hale,38,12.2037514,8.394878055,8.330135448,9.488785229,9.451993968,7.866433361,7.842395321,7.774313691,7.708575379
1,67,Alabama,Henry,46,3.86917417,8.590212994,8.469319882,8.912924385,8.845883005,8.059436032,7.997835304,7.994592497,7.88621716
1,69,Alabama,Houston,75,2.299197559,8.436826947,8.695564327,8.823218956,9.006161198,7.39863594,7.70740402,7.121649426,7.636704542
1,71,Alabama,Jackson,172,16.25102208,10.91854559,9.681256567,12.0608261,10.49665371,11.35731805,10.11451331,11.33041124,10.04028961
1,73,Alabama,Jefferson,88,7.259592252,10.59144812,9.934207014,10.73999692,10.08603967,10.35816802,9.839833583,9.870896708,9.377080428
1,75,Alabama,Lamar,31,5.803060386,8.378418162,8.100565429,8.525300208,8.283991213,8.202586992,7.966707457,8.094632036,7.914249541
1,77,Alabama,Lauderdale,160,10.26015398,10.84098564,9.326243718,11.65310413,9.776857064,10.56893968,9.348911743,10.6260255,9.346831369
1,79,Alabama,Lawrence,197,7.721628829,11.5449695,10.08159609,12.86598234,11.17575387,10.98783129,9.843417487,10.82122957,9.751818122
1,81,Alabama,Lee,78,6.463505979,9.622864068,8.882835908,10.0152473,9.081059219,9.015058992,8.190600999,8.267810507,7.777884764
1,83,Alabama,Limestone,138,18.49505111,12.33939011,10.45264194,13.09432306,10.99870198,11.70499164,9.98072397,12.19860569,10.53083474
1,85,Alabama,Lowndes,42,2.515596726,8.010181127,8.145300238,8.55779732,8.83196137,7.679620293,7.9599521,7.400729426,7.77875475
1,87,Alabama,Macon,34,0.990152739,6.873574448,7.358885873,7.499978662,7.731917616,7.15817428,7.541141381,7.08846571,7.427615119
1,89,Alabama,Madison,141,9.307909703,12.32515868,10.64312647,12.95346171,11.10303037,12.03014576,10.3211682,11.94521184,9.782964583
1,91,Alabama,Marengo,37,5.153822575,7.373999787,7.582275075,8.925123569,9.093005957,7.141192558,7.405447737,7.077547653,7.284722369
1,93,Alabama,Marion,119,7.115845103,8.71139892,8.322440853,9.141045712,8.453789022,8.74153486,8.327224337,8.666850473,8.257461676
1,95,Alabama,Marshall,237,17.49537819,11.03131979,9.688510943,12.21108355,10.6249134,10.48550375,9.420732353,10.23842404,9.386312182
1,97,Alabama,Mobile,118,5.241299593,8.378700934,8.291884906,8.829780357,8.670540541,8.25883685,8.134031154,8.106498877,7.888173072
1,99,Alabama,Monroe,26,0.816089062,7.319255386,7.548827908,8.596303377,8.900487852,7.358625303,7.494366184,7.11337264,7.319705507
1,101,Alabama,Montgomery,44,9.548681717,9.064304156,8.839625671,9.433273182,9.067565633,8.643181696,8.414891874,8.448446657,8.119208023
1,103,Alabama,Morgan,205,28.03313173,11.76884376,9.871166631,12.563338,10.52764797,11.06450261,9.577762958,10.29949165,9.13327395
1,105,Alabama,Perry,29,16.14778497,7.775491804,7.877321306,8.949484282,9.064620782,7.465496947,7.556873626,7.592253428,7.532607339
1,107,Alabama,Pickens,86,3.758837946,8.614677582,8.250106386,9.359309525,8.793385442,8.547344102,8.253015725,8.316002454,8.107723487
1,109,Alabama,Pike,94,1.156309626,7.402044516,7.778579054,7.973381185,8.204766501,7.805864582,7.945085081,7.599962312,7.76377312
1,111,Alabama,Randolph,151,4.601049342,8.771579548,7.945766089,8.776930866,7.902570336,8.932568292,8.042650476,8.330457099,7.801658084
1,113,Alabama,Russell,46,6.434818146,8.20659428,7.668382655,8.07266842,7.497405103,7.862780519,7.484622917,7.593133598,7.415885592
1,115,Alabama,St. Clair,151,6.720830312,9.095044102,8.449660097,8.997423661,8.414776159,9.128772629,8.427109416,9.108789282,8.37720418
1,117,Alabama,Shelby,80,9.810112437,8.295109115,7.936934051,8.838217501,8.125783982,8.492687466,8.084423906,8.575741298,8.12187274
1,119,Alabama,Sumter,13,2.967577937,8.23896566,8.280928563,9.867785324,9.690668818,7.572212211,7.617261494,7.370883331,7.501822759
1,121,Alabama,Talladega,83,10.29983493,8.642047518,8.040475573,9.96632361,8.809792641,8.623139226,8.228629379,8.789057725,8.329696158
1,123,Alabama,Tallapoosa,55,6.893665081,9.155868687,8.522285299,9.250400982,8.449883049,8.994941819,8.516877193,8.656585746,8.401072319
1,125,Alabama,Tuscaloosa,86,5.200159253,9.15448383,8.32011442,9.591059243,8.626694248,8.660657695,8.004250165,8.25858061,7.921566515
1,127,Alabama,Walker,128,3.525909654,8.97512408,8.062779363,10.21585321,8.834980494,8.521398526,7.927542941,8.730723731,8.087432413
1,129,Alabama,Washington,65,1.301444532,7.117128461,7.127628083,7.752960076,7.953259266,7.031569941,7.130481125,7.087533504,7.164034656
1,131,Alabama,Wilcox,22,2.761276216,7.972665346,8.127045579,8.185337865,8.328048433,7.876020865,8.014824021,7.793916096,8.049901378
1,133,Alabama,Winston,56,1.909311305,9.053319779,8.388794031,9.685239951,8.612104408,8.694946512,8.149194084,8.556442507,8.076597734
4,1,Arizona,Apache,841,12.30092749,8.776565448,8.033633783,8.772354187,8.029188877,8.628255642,7.949418268,8.697667305,7.989778461
4,3,Arizona,Cochise,195,5.604856622,6.846338381,7.530825117,6.847897203,7.532180123,6.787262388,7.514850244,6.303236946,7.194906662
4,5,Arizona,Coconino,353,10.2691861,9.129481532,8.662309914,9.140385848,8.670853092,8.955027366,8.493767496,8.903957209,8.487685642
4,7,Arizona,Gila,38,7.010873503,9.164447615,8.86298159,9.123590725,8.851738128,9.163074364,8.84795914,9.197416008,8.867494101
4,9,Arizona,Graham,34,6.659043464,8.391730153,8.228614531,8.388706906,8.217866151,8.199141171,8.11302606,7.792664425,7.876120784
4,11,Arizona,Greenlee,18,2.302715764,7.784448253,7.487533078,7.766008862,7.478425478,7.763020952,7.458208288,7.755092922,7.452725946
4,12,Arizona,La Paz,3,10.44465805,10.47933359,10.01794916,10.52680387,10.04615094,10.50143693,10.00844817,10.27274487,9.918807968
4,13,Arizona,Maricopa,290,18.83788047,13.74538711,12.45249496,13.7859958,12.51296394,14.01536872,12.6071782,12.43342458,11.39235023
4,15,Arizona,Mohave,49,8.00041343,11.2382926,11.29053505,11.21611129,11.28431884,11.0512302,11.2167986,10.74422715,10.96379481
4,17,Arizona,Navajo,512,16.85993027,8.798781115,8.310325318,8.785838107,8.314185472,8.75568785,8.286938502,8.810851499,8.331420088
4,19,Arizona,Pima,110,10.15533527,9.163075629,8.5296739,9.118224955,8.470011601,8.525756045,8.044414995,8.34467574,7.809706358
4,21,Arizona,Pinal,119,5.193389476,11.31938362,10.29437826,10.7833555,9.935397743,10.84660735,9.936338985,9.135269236,8.717747193
4,23,Arizona,Santa Cruz,26,3.547217846,6.33504999,6.460933273,6.275994891,6.40322911,6.475858147,6.524761966,6.300368971,6.44497487
4,25,Arizona,Yavapai,139,16.21871209,8.786216396,8.882656022,8.781012859,8.884394954,8.654471274,8.761291597,8.435081458,8.592719029
4,27,Arizona,Yuma,38,5.986241306,9.398803769,9.102926467,9.43344281,9.146057201,9.330608108,9.074993552,9.122126238,8.927830457
5,1,Arkansas,Arkansas,10,13.17510867,10.47395996,10.10270763,10.74594013,10.30988962,11.14141523,10.68146785,11.26574049,10.75924553
5,3,Arkansas,Ashley,62,3.866370768,8.598074302,8.588720133,9.091728513,9.005161996,8.354310682,8.252472686,8.185129046,8.114617173
5,5,Arkansas,Baxter,67,9.247550389,9.081253797,8.640640818,9.903434227,9.11414121,9.276500175,8.791066187,9.074739221,8.643467159
5,7,Arkansas,Benton,434,12.18507172,12.78555267,10.34145112,13.03370949,10.43380274,10.70318702,9.267396114,10.28423173,9.146435566
5,9,Arkansas,Boone,198,6.7553268,9.827858702,9.164208269,10.16726893,9.066184731,8.825437256,8.447176407,8.562099197,8.332974161
5,11,Arkansas,Bradley,42,2.756200605,7.92598492,7.958157548,7.9947079,8.012553388,7.841837587,7.860552948,7.721642511,7.766831437
5,13,Arkansas,Calhoun,21,4.535466072,7.89089104,7.922369965,7.938274123,7.965704067,7.894341681,7.913775721,7.80921122,7.870590333
5,15,Arkansas,Carroll,248,4.367361312,9.961287174,9.159240586,10.69436314,9.50841197,9.236071901,8.578200769,8.731918145,8.209890867
5,17,Arkansas,Chicot,13,2.932776556,10.13910835,10.09053393,10.3275931,10.24008376,10.81212877,10.64383374,10.85674908,10.70727378
5,19,Arkansas,Clark,49,8.249465044,9.071364727,8.381733914,9.183459535,8.412221963,9.058248487,8.411418332,8.775593655,8.175810472
5,21,Arkansas,Clay,38,8.274105274,13.25730008,11.1522429,12.98286102,10.95646603,12.88253546,11.14804633,12.44259292,10.8237413
5,23,Arkansas,Cleburne,110,11.36983626,10.10045061,9.299927348,11.24327257,10.02750558,9.845140172,9.188314569,9.874136123,9.161302292
5,25,Arkansas,Cleveland,63,1.5276118,8.196330019,8.149975946,8.255177526,8.228517428,8.141804284,8.066276798,7.937487607,7.885244567
5,27,Arkansas,Columbia,40,4.721642679,7.283746391,7.187770683,6.903872852,6.946917386,7.349172611,7.276460787,7.188620751,7.23810674
5,29,Arkansas,Conway,135,6.868560918,9.725686357,8.42081475,10.6248045,8.935380304,9.078953323,8.230533325,8.976279157,8.2378508
5,31,Arkansas,Craighead,30,13.74605886,13.45838666,12.20459713,13.13308701,11.89909697,13.18331983,11.7824945,12.07391465,10.96979648
5,33,Arkansas,Crawford,128,12.09789656,9.749477307,8.48131748,10.43621128,8.723266999,9.680858178,8.465960934,9.188584378,8.417892894
5,35,Arkansas,Crittenden,24,16.06412801,13.75336885,12.02369175,13.20456398,11.52145501,12.85331111,11.31287654,12.5968959,11.25603411
5,37,Arkansas,Cross,17,7.204506222,13.0815671,11.81157564,12.91476656,11.65345975,13.65743721,12.25377119,13.52036608,12.23608459
5,39,Arkansas,Dallas,15,1.39002454,8.362395877,8.262995745,8.270539625,8.245911822,8.299489573,8.199687681,8.166459198,8.119723847
5,41,Arkansas,Desha,8,16.20429857,10.43825794,10.22344642,10.92693435,10.61065544,11.06677586,10.63404379,11.1485705,10.62990594
5,43,Arkansas,Drew,49,1.83543486,8.54232072,8.578631795,9.109095,9.130885072,8.494631541,8.515181919,8.510836111,8.36418711
5,45,Arkansas,Faulkner,177,11.88664678,10.32481027,9.216872989,10.6581136,9.417725979,9.680586725,9.034566545,9.557421102,8.942160249
5,47,Arkansas,Franklin,113,3.659373041,8.716561434,8.079731796,9.305567803,8.263807819,8.679491574,8.209804335,8.380375904,7.956434351
5,49,Arkansas,Fulton,124,5.702664755,8.370391242,8.059468665,9.451683013,8.734739298,7.959965726,7.987086477,7.859697219,7.817794337
5,51,Arkansas,Garland,70,5.36214845,10.22483096,9.434881701,10.98877433,10.01298291,8.732491327,8.502621825,8.720486417,8.444363032
5,53,Arkansas,Grant,67,3.166824458,8.233785644,8.208791134,8.270474896,8.278865427,8.251835472,8.220222699,8.199072832,8.22572633
5,55,Arkansas,Greene,67,12.73262469,11.4420666,10.18619557,11.93733099,10.50251428,12.0781017,10.39716121,12.9583965,11.07474791
5,57,Arkansas,Hempstead,163,7.237183381,8.660444056,7.966648048,8.750102138,7.974915958,8.628839044,8.064631774,8.333836049,7.81047904
5,59,Arkansas,Hot Spring,97,8.278183775,9.02776341,8.468606668,8.658093542,8.276352852,8.776466009,8.399246342,8.55835988,8.204648197
5,61,Arkansas,Howard,153,7.250204412,8.91176874,8.211271764,9.169325736,8.331500092,8.807284051,8.189401243,8.488753637,8.10012007
5,63,Arkansas,Independence,148,2.422682916,11.1486385,9.669178612,11.91929519,10.37551671,9.993910953,9.134280845,10.05634877,9.335197342
5,65,Arkansas,Izard,83,3.475061322,9.582690179,8.660096004,10.33914049,8.779219835,9.259396404,8.460073411,8.422857399,7.941723941
5,67,Arkansas,Jackson,24,15.09323612,13.45753451,12.03120582,13.53412459,12.11907292,13.42305806,11.92278665,14.01980662,12.37269753
5,69,Arkansas,Jefferson,36,10.70723942,11.23881461,10.23391652,11.39523839,10.34656477,10.54671342,9.691769557,10.27703596,9.771923666
5,71,Arkansas,Johnson,120,11.70676864,9.401869029,8.674092877,9.536903561,8.875582061,9.473649231,8.666447835,9.37993266,8.548080256
5,73,Arkansas,Lafayette,44,8.823930213,8.931036598,8.468465724,9.803829039,9.193866168,8.748096334,8.332052684,8.805727703,8.341825028
5,75,Arkansas,Lawrence,53,7.497030212,12.03502269,10.48574449,12.29599347,10.8129969,12.51595873,10.94458796,12.26063788,10.65873922
5,77,Arkansas,Lee,0,8.693137651,12.19051153,11.35153708,12.48314399,11.53122057,12.01028055,11.22456796,12.06836057,11.25876951
5,79,Arkansas,Lincoln,48,4.556659149,10.79296707,10.23267222,10.87826086,10.36832447,10.63369263,10.14189707,10.60196536,10.14440663
5,81,Arkansas,Little River,61,9.998892742,10.14750943,9.473326291,11.14687826,10.51025466,9.474885912,8.825810607,9.326122075,8.609329101
5,83,Arkansas,Logan,205,6.527733734,9.553471534,8.933571407,9.807246003,8.977362996,9.459802827,8.969240896,9.501760803,8.949621426
5,85,Arkansas,Lonoke,89,11.4711331,11.81626288,11.1537039,11.85518074,11.18659057,12.55382997,11.79397161,13.29956971,12.38289385
5,87,Arkansas,Madison,206,1.752861826,7.558093363,7.180948273,8.386732202,7.713951359,7.379613455,7.268100252,7.047458923,7.051225949
5,89,Arkansas,Marion,60,4.305082825,8.990476871,8.753611272,9.315903812,8.972780452,8.68414707,8.520058206,8.708519856,8.480815255
5,91,Arkansas,Miller,45,5.620464542,8.844188021,8.436937027,9.094327085,8.577629923,8.492063077,8.151951741,8.517124053,8.121190018
5,93,Arkansas,Mississippi,5,11.60305014,13.39094313,11.70658993,13.10685076,11.52976363,13.60964856,11.87896223,14.02418916,12.28087307
5,95,Arkansas,Monroe,0,9.904411482,12.53937746,11.54223429,12.85059205,11.89075096,12.61129838,11.57868121,12.52067245,11.5169955
5,97,Arkansas,Montgomery,53,4.301533831,8.348471151,8.231324255,8.705635678,8.474242104,8.082680845,8.117511647,8.015160799,8.106838339
5,99,Arkansas,Nevada,79,3.412164276,7.717722838,7.536461612,7.838866764,7.625329863,7.538670816,7.365441036,7.434436751,7.351575239
5,101,Arkansas,Newton,59,1.685690928,7.041645313,7.084343078,7.303146127,7.383832544,6.589058231,6.71985866,6.632204657,6.70559674
5,103,Arkansas,Ouachita,34,2.247108972,7.855099033,7.46496763,8.489286053,7.759292318,7.960831979,7.629956345,7.868210129,7.620139545
5,105,Arkansas,Perry,57,3.689210763,9.597527229,9.06204585,9.577182262,9.048170139,9.552965214,8.993334863,9.507025351,8.964613778
5,107,Arkansas,Phillips,4,4.719142798,10.67125789,10.22019066,10.75747798,10.30329262,10.62502848,10.27440446,11.30034883,10.7810711
5,109,Arkansas,Pike,87,4.003845712,9.220868536,8.42001039,9.39985446,8.470275092,9.087471118,8.394273731,8.843961345,8.335726916
5,111,Arkansas,Poinsett,5,14.69465954,13.45740061,12.15332512,13.20750188,12.03732525,14.05380809,12.44473042,13.60518979,12.17664246
5,113,Arkansas,Polk,110,4.224418169,7.895096042,7.996060607,7.974743279,8.055859591,7.848117732,7.979960127,7.851093101,7.996867931
5,115,Arkansas,Pope,174,13.61859997,8.505161841,7.862495296,9.014135865,8.121340399,8.807999016,8.031317473,8.890036731,8.099829668
5,117,Arkansas,Prairie,17,7.910350753,12.28863548,11.60665834,12.34835833,11.685079,12.51571474,11.91481203,13.1064988,12.36495009
5,119,Arkansas,Pulaski,99,8.788013116,13.06700099,11.96689922,13.13891757,12.03460043,12.92193878,11.78204799,12.28642649,11.04855925
5,121,Arkansas,Randolph,171,4.148597043,11.94987422,10.37713522,11.9129848,10.24274583,11.04799659,9.833857029,10.55810415,9.443733408
5,123,Arkansas,St. Francis,4,7.734798909,12.54415759,11.4341025,12.2529954,11.2312502,12.38767469,11.3357587,13.04521774,11.89542261
5,125,Arkansas,Saline,61,14.49565736,8.476995624,8.289865733,9.505604283,8.820332423,8.297934574,8.098575221,8.35942598,8.167595652
5,127,Arkansas,Scott,85,7.649197024,8.194560208,8.229964017,8.413048598,8.333868295,8.083942518,8.135359887,7.928022887,8.025592162
5,129,Arkansas,Searcy,81,1.338273804,7.268919341,7.184170438,7.654924526,7.283860291,7.152361412,7.072534471,6.988779341,6.9530418
5,131,Arkansas,Sebastian,167,14.54809451,10.13988194,8.383973391,10.66828976,8.788461926,9.519289042,8.124409499,8.968701304,7.870163705
5,133,Arkansas,Sevier,126,5.627946612,9.262722478,8.557130898,9.596061494,8.767394767,8.937295149,8.376851416,8.698063321,8.24380674
5,135,Arkansas,Sharp,123,1.532604252,10.41456009,9.554216289,11.52962321,9.987465698,9.672823871,9.077485041,9.395017135,8.898223392
5,137,Arkansas,Stone,71,3.517422117,7.313409584,7.270723468,7.813455636,7.509312849,7.018216484,7.001976055,6.611854121,6.706590137
5,139,Arkansas,Union,46,4.273254701,7.656571901,7.693963634,8.096804125,7.945396596,7.688179518,7.827264227,7.819849287,7.931453377
5,141,Arkansas,Van Buren,90,4.215044979,7.687197214,7.691982113,7.854180794,7.849557575,7.791327616,7.697315761,7.5810175,7.499821277
5,143,Arkansas,Washington,439,13.81009411,11.22566073,9.251380499,11.89746852,9.411078605,9.809336117,8.592066472,9.173061405,8.086259907
5,145,Arkansas,White,244,14.16042398,11.35874481,10.11770885,12.38481713,11.0976389,11.0927966,9.976732373,10.9033118,9.743622797
5,147,Arkansas,Woodruff,3,14.9727446,14.35996607,12.87018904,14.24042854,12.85673026,13.47064128,12.22125585,13.3160454,12.07503441
5,149,Arkansas,Yell,184,10.38055327,9.342463328,8.700361984,9.480783907,8.727175364,9.379280795,8.695033472,9.403927531,8.698139671
6,1,California,Alameda,37,20.53001509,15.76298976,11.26836778,15.78394544,11.27345785,15.82330971,11.19913707,15.78420211,10.9064396
6,3,California,Alpine,0,8.573144194,10.84936504,10.1936505,10.85402746,10.19758251,10.86648344,10.20823367,10.85840491,10.19474763
6,5,California,Amador,89,11.89805527,11.09215921,8.227943818,10.92891388,8.248289347,10.8845729,8.228804611,10.54406007,8.007194118
6,7,California,Butte,181,14.90941888,10.9493227,8.567302526,11.02179805,8.490363713,10.22081407,7.837332025,9.778314031,7.482318747
6,9,California,Calaveras,149,15.21235499,8.963406935,7.141475702,8.929411701,7.153446379,8.917819641,7.095965099,8.794939466,7.027805273
6,11,California,Colusa,18,31.58673916,10.40401958,8.237644245,10.0062543,8.051542762,11.2969253,8.990050685,11.49374932,9.168973387
6,13,California,Contra Costa,42,15.22213074,14.65339224,9.98354384,14.83124955,10.08918531,14.60203608,9.811369561,14.57146934,9.733288175
6,15,California,Del Norte,15,8.273978024,8.306454567,7.198478277,8.385959285,7.274669552,8.285826181,7.225764923,8.256999318,7.183189049
6,17,California,El Dorado,299,15.50404337,13.26548659,9.571780255,13.29500687,9.562050104,13.20164892,9.490373494,12.53026081,9.402534223
6,19,California,Fresno,207,15.96639703,14.0862489,10.87661442,14.03633878,10.94476636,13.83249917,10.56911508,13.58426709,9.965420528
6,21,California,Glenn,63,35.14036304,9.933260375,7.826305883,9.556012425,7.512641004,9.842555004,7.589309616,9.355885413,7.016234505
6,23,California,Humboldt,96,16.0308169,6.960054256,6.830097389,7.093580484,6.906442497,7.004059021,6.830038508,7.019715697,6.826599901
6,25,California,Imperial,7,11.22232374,11.32113323,10.87102064,11.33564649,10.88132169,11.18814417,10.76187273,11.19740978,10.78883964
6,27,California,Inyo,6,8.762653525,8.936741845,9.109532215,8.913449326,9.077837642,8.85935168,9.058204907,8.789197068,9.018364962
6,29,California,Kern,158,10.66907295,10.22008146,9.209988342,10.35457815,9.125273281,10.37675771,9.245209814,9.648700883,8.37315493
6,31,California,Kings,46,12.84635668,12.71192481,10.83107696,12.49202512,10.6040828,12.70190274,10.79726067,12.30637406,10.5538114
6,33,California,Lake,84,19.75841441,11.38972461,8.337969373,11.36573173,8.377832612,11.28952883,8.331471439,11.18305014,8.293622047
6,35,California,Lassen,82,17.1450339,13.54006389,12.18732608,13.3990379,12.06979331,13.40934492,12.04236007,13.37050089,12.02032926
6,37,California,Los Angeles,139,17.1492878,13.53695382,11.41035302,13.54974721,11.4214255,13.48668019,11.25822153,13.10079978,11.02247365
6,39,California,Madera,89,18.41264716,12.87411197,9.501470799,12.93555013,9.581489261,12.29871166,9.107218949,11.64712117,8.555077605
6,41,California,Marin,32,16.17342267,12.96581954,9.716873509,12.91095712,9.707973556,12.20255596,9.412786043,10.92134833,8.477280221
6,43,California,Mariposa,88,6.073162852,10.90526607,7.92341873,10.9483183,8.024767293,10.68268335,7.760237382,10.3742602,7.561406539
6,45,California,Mendocino,117,11.27147627,7.809114562,6.241038323,7.977819761,6.397016161,7.630920654,6.074921334,7.443739837,6.101879871
6,47,California,Merced,101,20.61127665,10.85379348,8.712981364,10.84485042,8.479407769,11.36932296,9.329714911,10.1823679,8.102627778
6,49,California,Modoc,45,19.62200633,15.16680071,13.99261552,15.15946475,13.9997248,15.07397616,13.94148743,15.05042808,13.90262484
6,51,California,Mono,9,7.788294259,11.73483634,11.35877397,11.70775404,11.30391246,11.72627998,11.31376364,11.76836327,11.34034723
6,53,California,Monterey,93,11.66298544,11.54851416,8.230561755,11.69282225,8.528917107,11.31284329,8.139202441,10.7431299,7.718685169
6,55,California,Napa,118,20.66799478,10.30051652,7.148664208,10.40402578,7.27874481,9.885627284,6.854489428,9.074170513,6.457351208
6,57,California,Nevada,154,13.45070619,12.20068797,9.196649931,12.2836293,9.21710807,11.9588456,9.157012948,11.65874561,8.972484734
6,59,California,Orange,15,20.5025826,11.72917141,8.782460869,11.72421479,8.771502292,11.62665267,8.774290586,11.37188872,8.660310724
6,61,California,Placer,329,18.55771911,14.18205308,11.09281337,14.29135661,11.33017326,14.06599315,10.71105335,13.72312433,10.03606887
6,63,California,Plumas,47,19.84146779,12.26825632,11.72940284,12.30865743,11.79654014,12.37808758,11.91030085,12.39624721,11.91912844
6,65,California,Riverside,298,12.43308343,12.58233569,11.83577108,12.60144863,11.86828447,12.57144518,11.84860474,10.79769963,10.4407873
6,67,California,Sacramento,209,24.97619477,14.78788706,10.98701046,14.63386057,10.79220839,14.61038008,10.72071542,13.27519255,9.903047958
6,69,California,San Benito,49,8.765102609,9.878326363,7.664452435,10.06989215,7.831188501,9.200100899,7.276558686,9.217076365,7.10013204
6,71,California,San Bernardino,139,10.07653107,9.743921758,9.902113716,9.852771745,9.972142762,9.756219358,9.891237059,9.031983077,9.354287911
6,73,California,San Diego,408,11.33683191,10.73810199,8.559472368,10.73272831,8.542815278,10.39409582,8.305123817,9.634658395,7.896708891
6,75,California,San Francisco,0,13.79748753,15.90994323,13.80929521,15.91250168,13.81058463,15.55421045,13.46216504,15.56183385,13.45697994
6,77,California,San Joaquin,253,18.6809001,14.66161577,10.67759315,14.3934859,10.5277101,13.73945123,10.0734724,12.38195047,9.091234897
6,79,California,San Luis Obispo,305,12.98243757,12.30811425,8.84672657,12.44801978,8.992301598,11.58406773,8.283577113,10.45081093,7.422729653
6,81,California,San Mateo,40,12.02168767,13.30727394,9.500998372,13.27784566,9.539346329,13.10580721,9.323338653,13.19027379,9.31279269
