STATEFP,COUNTYFP,STATE,COUNTY,Longitude,Latitude,2033A1B45,2033A245,2033B145,2033B245,,2033A1B85,2033A285,2033B185,2033B285,,,2099A1B45,2099A245,2099B145,2099B245,,2099A1B85,2099A285,2099B185,2099B285
19,105,Iowa,Jones,-91.13145776,42.12122306,7.463294554,7.406264236,7.472915478,7.403896305,,7.797647798,7.741273978,7.832463167,7.767736944,,,7.460672511,7.302392416,7.428764924,7.547201697,,6.816750121,6.667837521,6.81944809,6.955419548
19,107,Iowa,Keokuk,-92.1786384,41.33645765,4.383862913,4.366117839,4.363503273,4.378259544,,4.636071868,4.633825877,4.609680469,4.62551481,,,4.44059714,4.385765053,4.371766322,4.427823092,,3.608249644,3.48606501,3.509724022,3.559260753
19,109,Iowa,Kossuth,-94.20670194,43.2041288,-5.796642886,-5.793108467,-5.912868113,-5.736061253,,-6.01655766,-6.031180248,-6.036092355,-5.925496934,,,-5.857474758,-5.748466506,-6.419654277,-6.489667556,,-6.715136343,-6.867850009,-7.039644653,-7.092216366
19,111,Iowa,Lee,-91.47925381,40.6420032,1.858733306,1.866387736,2.116219923,2.092393809,,2.545250537,2.576139541,2.796923597,2.766137256,,,1.844692241,2.445672507,1.885787792,2.276612172,,1.057628275,1.393727702,1.154171604,1.531970642
19,113,Iowa,Linn,-91.59902665,42.07895996,0.855046694,0.854596593,0.613856096,0.759427011,,0.935054038,0.962010787,0.70297519,0.842888591,,,0.558097894,1.294490356,-0.155303865,-0.171655276,,-0.766840089,-0.007694223,-1.347864731,-1.123378979
19,115,Iowa,Louisa,-91.25961872,41.21852791,-27.35055194,-27.40934605,-27.29667923,-27.23699349,,-26.77977154,-26.83071575,-26.74228931,-26.69152652,,,-27.7179519,-27.64194097,-27.32703331,-27.50805865,,-28.93351883,-29.00279735,-28.69694892,-28.70196969
19,117,Iowa,Lucas,-93.32774976,41.02935532,4.89048149,5.386536046,4.98564743,5.202566313,,5.113037971,5.537503719,5.161288636,5.362820902,,,5.188701856,5.403331198,5.423560585,5.068038461,,4.493359023,4.719546014,4.681286859,4.352168137
19,119,Iowa,Lyon,-96.21019705,43.38050394,2.020306681,2.027983361,2.341197161,2.337717983,,1.970659609,1.989323925,2.237375187,2.250882763,,,1.45378891,1.529678303,1.908554827,2.23972535,,0.99209796,0.997591071,1.280472479,1.706580519
19,121,Iowa,Madison,-94.01555213,41.33071503,-1.059332014,-1.327493353,-1.120274046,-1.090486514,,-0.689000439,-0.980399447,-0.772582156,-0.743351325,,,-1.148711699,-1.341348331,-0.989326243,-0.776193937,,-1.921997158,-2.11852195,-1.800857169,-1.611406689
19,123,Iowa,Mahaska,-92.64090903,41.33521703,-10.46984338,-10.45563461,-10.22897321,-10.22178126,,-10.26428327,-10.24401656,-10.05437619,-10.08565402,,,-10.50230327,-10.60688976,-10.1265093,-9.857962442,,-11.34794169,-11.55796165,-11.11887659,-10.9031301
19,125,Iowa,Marion,-93.09944637,41.33444356,-5.710629546,-5.676313284,-5.810901533,-5.773861846,,-5.763786547,-5.748703301,-5.847972628,-5.831490257,,,-6.386706616,-6.045562454,-6.304387684,-6.35314792,,-7.348965021,-7.171877584,-7.317717452,-7.36817195
19,127,Iowa,Marshall,-92.99879386,42.03583531,-0.830519762,-0.643988388,-1.055380277,-1.011977339,,-0.759045891,-0.621610312,-0.93451477,-0.893696917,,,-1.146425732,-1.069856915,-0.943179395,-1.03292284,,-1.703704035,-2.212128198,-1.778690797,-1.730487548
19,129,Iowa,Mills,-95.62131638,41.03343555,5.005202516,4.989472269,5.375803519,5.418525488,,4.922251019,4.907286839,5.345643806,5.388783333,,,4.804163274,4.835843037,5.233639857,5.440687341,,4.556368079,4.318358479,4.676892137,4.735844303
19,131,Iowa,Mitchell,-92.78904536,43.35641278,-5.073527582,-5.09607586,-5.012463258,-5.05049933,,-4.789958156,-4.811636538,-4.740595794,-4.795572362,,,-4.689632997,-4.568553836,-4.817563538,-4.759306197,,-4.820817406,-4.865824449,-4.626663557,-4.5664831
19,133,Iowa,Monona,-95.9598942,42.05164707,4.433039266,4.37804052,5.037349616,5.118519399,,4.715897183,4.641211394,5.254419293,5.30559217,,,4.802638535,4.354323239,5.291170935,5.513917192,,3.996815941,3.598832665,4.364374518,4.417527758
19,135,Iowa,Monroe,-92.86900057,41.02980306,3.859068541,4.074924606,3.574330343,3.866961127,,3.966547865,4.202669417,3.779602148,4.039462564,,,4.341842475,5.169710044,3.926968094,3.298133093,,3.353539899,4.000673073,2.967093424,2.31012666
19,137,Iowa,Montgomery,-95.15635552,41.03014688,-1.16435868,-1.115059603,-0.956591578,-0.882663888,,-1.008306872,-0.966064377,-0.819920464,-0.765007712,,,-0.738557064,-0.729872607,-0.902945351,-0.474627923,,-1.27210294,-1.280001136,-1.35767401,-1.067993522
19,139,Iowa,Muscatine,-91.1126978,41.48392055,-2.229548636,-2.179309484,-2.097865347,-2.256935443,,-1.6927776,-1.704393989,-1.5650617,-1.733540741,,,-2.174258811,-1.735081837,-1.931717798,-1.864598013,,-3.252084768,-2.975358601,-3.116589425,-2.869356025
19,141,Iowa,O'Brien,-95.62491894,43.08376172,-0.566875266,-0.574110798,-0.323326453,-0.298633617,,-0.669251542,-0.65330832,-0.358320889,-0.354740481,,,-0.836201215,-0.804649529,-0.89242344,-0.823141856,,-1.428645446,-1.415125088,-1.429787689,-1.341491059
19,143,Iowa,Osceola,-95.62368829,43.37858526,9.997639791,9.932331956,10.20171509,9.98976975,,9.965297842,9.912271886,10.20007455,9.975903623,,,9.507790205,8.964762581,9.339143797,9.717253448,,8.661003933,8.132112232,8.492588497,9.075680909
19,145,Iowa,Page,-95.1502028,40.73913257,-12.61739643,-12.64087548,-12.21289183,-12.49146939,,-12.42953827,-12.45732936,-11.9963971,-12.28069459,,,-13.00851783,-13.13388761,-12.38101209,-12.24146021,,-13.58599591,-13.64615891,-13.07899076,-12.97021384
19,147,Iowa,Palo Alto,-94.67813181,43.08208904,-2.27524573,-2.438810933,-2.101392832,-2.148310185,,-2.341057793,-2.462370948,-2.164943322,-2.156494032,,,-2.55130398,-2.710844619,-2.385375963,-2.122470314,,-3.329000659,-3.538890629,-3.049739918,-2.956849479
19,149,Iowa,Plymouth,-96.21408092,42.73783187,10.30347667,10.32778175,10.46130423,10.40376421,,10.29316563,10.30919845,10.48120601,10.41583411,,,9.637729784,9.684807535,10.1638387,10.08219465,,9.337490883,9.237764623,9.804525052,9.746576219
19,151,Iowa,Pocahontas,-94.67874475,42.73416312,-18.31136729,-18.21913445,-18.31383029,-18.31473208,,-18.51008992,-18.3696538,-18.40575869,-18.42324922,,,-18.62692417,-18.63231615,-18.46544179,-18.54244303,,-19.79993547,-19.87667346,-19.29856012,-19.37571292
19,153,Iowa,Polk,-93.57343115,41.68538621,1.087233595,1.089065437,1.111712309,1.108930214,,1.434453067,1.444827846,1.385431951,1.382322646,,,0.499743067,0.502181921,0.454628567,0.370968557,,-0.288846609,-0.287883734,-0.517469137,-0.61853746
19,155,Iowa,Pottawattamie,-95.54229642,41.33662484,-6.532221467,-6.570389717,-6.281273353,-6.415849037,,-6.645166168,-6.617554167,-6.432819476,-6.589477739,,,-7.021752309,-6.563540453,-6.751022161,-6.445007383,,-7.540519977,-7.287673183,-7.238692206,-7.113926831
19,157,Iowa,Poweshiek,-92.53145276,41.68644344,7.364459692,7.374802232,7.459341224,7.454039884,,7.781377183,7.772905207,7.821930895,7.830985635,,,7.482707101,7.320362384,7.650957878,7.792127345,,6.966503172,6.820435184,7.098432891,7.215289494
19,159,Iowa,Ringgold,-94.24397968,40.73517212,8.004336221,8.035123167,7.938128004,8.076974619,,8.024966745,8.032634543,7.932313236,8.078033576,,,7.989443214,7.616368951,8.190764148,8.062429601,,7.118438361,7.105580004,7.271997383,7.189408647
19,161,Iowa,Sac,-95.10535314,42.38623786,-8.237600728,-8.322663659,-8.067388865,-8.33113688,,-8.253440592,-8.295174781,-8.052074128,-8.26894216,,,-8.527613491,-8.657280551,-8.062050732,-8.085197338,,-8.720583619,-8.892751709,-8.336834635,-8.339519389
19,163,Iowa,Scott,-90.62324995,41.63709695,-2.405829586,-2.331105654,-2.581675813,-2.58296635,,-1.635868346,-1.547330405,-1.833039346,-1.86724866,,,-2.404227967,-1.906110988,-2.837758454,-3.02227838,,-3.671563089,-3.224864613,-4.077532156,-4.237529315
19,165,Iowa,Shelby,-95.31017008,41.68508998,-12.77697279,-12.68224806,-12.8030174,-12.69952364,,-12.48508043,-12.41630633,-12.51995588,-12.42256082,,,-12.46993753,-12.56719029,-12.59827208,-12.79700468,,-12.72996092,-12.88634437,-12.92663865,-13.25728261
19,167,Iowa,Sioux,-96.17785255,43.08263262,-3.985561307,-4.053130736,-3.93092612,-3.901696925,,-4.133498689,-4.184790142,-4.05814413,-4.028751823,,,-4.400322734,-4.295417955,-4.237560183,-4.215697987,,-5.086533636,-5.191808735,-4.872199156,-4.739357422
19,169,Iowa,Story,-93.46503876,42.03622937,-5.530211206,-5.488112932,-5.256719489,-5.387621748,,-5.247581312,-5.223460813,-4.994203204,-5.11743524,,,-4.946624997,-4.208730156,-5.426775264,-5.286234102,,-6.014742791,-5.608470007,-6.084850599,-5.96279102
19,171,Iowa,Tama,-92.53255716,42.07980746,-12.88534684,-12.91641604,-12.87752144,-12.85054513,,-12.82673542,-12.88309382,-12.81062706,-12.78981739,,,-13.08212554,-13.22791289,-13.00601635,-12.94928882,,-13.55346316,-13.77675985,-13.65750817,-13.62508578
19,173,Iowa,Taylor,-94.69641806,40.7373931,0.934159894,0.923003842,1.271259078,1.102838937,,1.159050652,1.164954279,1.462388391,1.318017702,,,0.696272097,0.702156024,1.277938739,1.370432947,,0.277831543,0.354535928,0.610029817,0.672250532
19,175,Iowa,Union,-94.24236028,41.02773461,2.924759634,2.810514605,3.186148711,3.097152878,,3.295398961,3.177123883,3.53585129,3.462795211,,,3.010495231,2.79227785,3.29421634,3.495193626,,2.42401021,2.38626161,2.620583086,2.760476197
19,177,Iowa,Van Buren,-91.9499545,40.75322848,-0.736275193,-0.557984805,-0.817591951,-0.596440748,,-0.691274443,-0.487767241,-0.825827584,-0.556200079,,,-0.740392847,-0.439716469,-0.856391884,-1.006591116,,-1.486894972,-1.126878946,-1.571324607,-1.660818368
19,179,Iowa,Wapello,-92.40946662,41.03058118,-0.905691526,-0.959742353,-0.79599483,-0.856582754,,-0.51508603,-0.523979291,-0.529586178,-0.547618622,,,-0.84797957,-0.613693752,-0.707871761,-0.31475291,,-1.744698519,-1.660937316,-1.656690271,-1.222572011
19,181,Iowa,Warren,-93.5614575,41.3342657,5.815198724,5.818103319,5.931029383,5.956449756,,5.998073478,6.067751259,6.141529429,6.219861933,,,6.01591596,4.975822851,5.967868575,6.069625534,,4.855670173,4.017902958,4.853863224,5.154605988
19,183,Iowa,Washington,-91.71787089,41.33560669,-2.916335672,-2.899571354,-2.804560979,-2.844410609,,-2.61960854,-2.614646456,-2.528648891,-2.566934396,,,-2.902611329,-2.981167252,-2.658789034,-2.631940928,,-3.853075513,-4.1072823,-3.675887813,-3.638370711
19,185,Iowa,Wayne,-93.32738054,40.73946537,3.092337235,3.344642706,2.765527102,3.223804652,,3.257357479,3.473087886,2.963660751,3.337522581,,,3.194410957,3.235977362,3.178384359,3.105214649,,2.307849011,2.62838114,2.253858699,2.165116061
19,187,Iowa,Webster,-94.18175285,42.42792784,1.700446847,1.685890787,2.117064317,1.86372136,,1.692891554,1.66883634,2.064074845,1.837331152,,,1.899433091,1.312519125,1.970355643,2.336859845,,1.512627096,0.980782768,1.821615007,2.022047031
19,189,Iowa,Winnebago,-93.73415543,43.37758658,-4.782387516,-4.707900954,-4.651582666,-4.784039189,,-4.740796536,-4.650788963,-4.572132599,-4.691232442,,,-5.133696708,-4.724369879,-5.192607261,-4.525523641,,-5.342326547,-5.289147496,-5.106681439,-4.512202831
19,191,Iowa,Winneshiek,-91.84369581,43.29067632,-7.513842647,-7.254093241,-7.582255866,-7.390802351,,-7.412357116,-7.186841788,-7.462676797,-7.310319126,,,-7.474034718,-7.163636809,-7.43129559,-7.57638026,,-7.584864881,-7.302833164,-7.509625486,-7.577312582
19,193,Iowa,Woodbury,-96.04477452,42.38970924,2.96108632,2.757817016,2.6218073,2.886335296,,2.851810598,2.656465687,2.562763303,2.759349369,,,1.916360306,2.001948186,2.243414714,2.913999875,,0.87107863,0.845253441,1.389563844,1.783478386
19,195,Iowa,Worth,-93.26084193,43.3774022,-2.736251984,-2.807538288,-2.814423978,-2.759131121,,-2.70279434,-2.751812676,-2.701031227,-2.67663728,,,-2.222870864,-1.883050903,-2.713770852,-2.614994165,,-2.858218643,-2.714093297,-2.783029627,-2.714572387
19,197,Iowa,Wright,-93.73516498,42.73309125,-4.51143592,-4.549573092,-4.539232115,-4.469078133,,-4.442867992,-4.4808979,-4.442329319,-4.390790362,,,-4.799336196,-5.084076821,-4.595107993,-4.323224085,,-5.613437762,-5.914192754,-5.284062603,-5.118466098
20,1,Kansas,Allen,-95.30136681,37.88571511,-3.031563916,-2.379479651,-3.795034889,-2.493506206,,-3.092050994,-2.455458861,-3.809452485,-2.5842559,,,-4.425043429,-4.048264832,-3.534340265,-4.893299138,,-6.58208309,-5.783704373,-5.543711662,-6.791531846
20,3,Kansas,Anderson,-95.29333903,38.21418087,5.033025851,5.236167883,4.490802039,5.07638211,,5.057153714,5.211498262,4.551855774,5.075324851,,,3.709164649,4.429426559,4.841113839,3.465128713,,1.859773667,2.839119506,2.944040702,1.567511078
20,5,Kansas,Atchison,-95.31348675,39.53175033,-5.006258919,-4.917912522,-4.826316411,-4.842364337,,-5.067387489,-4.987595081,-4.87041315,-4.900553392,,,-5.584492939,-5.723291023,-5.544566173,-5.866149523,,-6.999108085,-7.115100518,-6.96486205,-7.454450553
20,7,Kansas,Barber,-98.68481498,37.22886335,4.845379827,4.856390071,4.874319052,4.95797281,,4.418117302,4.418364562,4.409030004,4.503762038,,,4.228582874,4.285417624,3.746087148,3.920661266,,2.458931386,2.531190954,1.642855295,1.812532751
20,9,Kansas,Barton,-98.75645755,38.47895923,-1.822881145,-1.905012346,-1.958736043,-1.572865598,,-2.241725314,-2.269175883,-2.399342189,-1.99389593,,,-2.458350658,-2.210996474,-2.414360351,-3.041163295,,-4.60121817,-4.498027398,-4.464505075,-4.498777536
20,11,Kansas,Bourbon,-94.84934865,37.8552288,4.653035574,4.655959172,4.371785949,4.55465097,,4.83977468,4.827620102,4.574322624,4.741999774,,,3.79521259,3.785226714,3.869408662,3.911780281,,2.266490124,2.417423752,2.340095711,2.355258377
20,13,Kansas,Brown,-95.56420787,39.82648806,-9.254137075,-9.285868662,-9.255884119,-9.322168038,,-9.349564495,-9.369874394,-9.388883439,-9.41814798,,,-9.466732767,-10.28918268,-9.941378277,-9.852649004,,-10.68621283,-11.52990727,-11.41300289,-11.39109645
20,15,Kansas,Butler,-96.83904246,37.78123972,-6.535178698,-6.628522167,-6.826999881,-6.95546959,,-6.610042855,-6.695114208,-6.908809376,-7.029645244,,,-5.146528012,-5.140408787,-5.772748707,-7.276311431,,-7.312467892,-7.445498935,-7.815925594,-8.518299331
20,17,Kansas,Chase,-96.59395424,38.30203449,2.135946337,2.029709853,1.781704504,1.78538974,,2.103611569,1.99052481,1.701709121,1.702320985,,,3.950473675,4.291341546,3.448900688,1.81578208,,2.082203282,2.271472314,1.705321918,0.730424196
20,19,Kansas,Chautauqua,-96.24538314,37.15002439,3.600517151,3.581060204,3.542849756,3.519086096,,3.579578615,3.577972112,3.506615456,3.479476006,,,3.475035296,3.890999695,3.351432122,3.391255618,,1.856445384,2.092172407,1.677637943,1.685847684
20,21,Kansas,Cherokee,-94.84629038,37.16932672,7.184391639,7.371841574,6.881677673,7.111632768,,7.226132355,7.404902514,6.892080153,7.157536045,,,6.791806293,6.962843734,6.662719277,6.271475894,,4.108142739,4.299406868,4.090462041,3.696916832
20,23,Kansas,Cheyenne,-101.7319007,39.78585359,-1.223116352,-1.219961676,-0.914894634,-1.211859312,,-0.990869934,-0.989372552,-0.661772822,-0.966597611,,,-0.955396089,-0.921684504,-0.918629267,-0.091071873,,0.862154469,1.00091332,0.839450872,1.344325981
20,25,Kansas,Clark,-99.82030126,37.23551042,-6.567600652,-6.548137137,-6.360659193,-6.682296909,,-6.50762987,-6.515330875,-6.336064218,-6.628282699,,,-6.216284245,-6.051396657,-7.217332514,-7.184817541,,-7.375752413,-7.226517915,-8.437155234,-8.439348657
20,27,Kansas,Clay,-97.16517789,39.34972916,1.392913955,1.32585182,1.078259686,1.429169059,,1.169121644,1.085968697,0.819576483,1.210329724,,,0.456740749,0.793819862,0.339571077,0.245059955,,-1.093503897,-0.802342136,-1.18056522,-1.452353336
20,29,Kansas,Cloud,-97.64925859,39.48029515,-5.342517449,-5.401369151,-5.397446811,-5.241722173,,-5.384989586,-5.474381712,-5.437891986,-5.276453877,,,-5.271189066,-5.173788254,-5.724876454,-5.872678443,,-6.300200202,-6.163631023,-6.707734793,-6.835225374
20,31,Kansas,Coffey,-95.73409453,38.23686774,-6.398771934,-5.157516152,-7.382766706,-6.219870049,,-6.590742061,-5.443011869,-7.464975651,-6.436029205,,,-7.504346909,-6.409312206,-6.230872125,-8.21245795,,-9.437061178,-8.383889799,-8.068127414,-9.618689413
20,33,Kansas,Comanche,-99.27184169,37.19126318,-6.91367591,-6.950858739,-6.708958985,-6.829666194,,-6.893905068,-6.95069654,-6.823195862,-6.79580731,,,-6.154896858,-5.80576658,-7.419152478,-7.352671623,,-7.567999461,-7.210659068,-8.668063976,-8.646632896
20,35,Kansas,Cowley,-96.83752808,37.23770826,-0.427358624,-0.433001142,-1.005758547,-0.864357025,,-0.590197663,-0.601591434,-1.159067125,-1.01690816,,,0.030821127,-0.128095096,-0.339765081,-1.410191964,,-2.62690171,-2.498852233,-2.984930961,-3.366433598
20,37,Kansas,Crawford,-94.85179513,37.50734254,1.165256294,1.305174529,0.916104428,1.203996256,,1.212971574,1.325672131,0.912566045,1.251126734,,,-0.348865526,-0.487934058,0.169829694,-0.731498057,,-2.705522487,-2.82521809,-2.097305022,-3.04376436
20,39,Kansas,Decatur,-100.4599374,39.78473923,2.394473379,2.46301075,2.442182362,2.329450989,,2.566650537,2.631823714,2.574925585,2.489989281,,,3.478844007,3.674648677,3.42587655,3.06611697,,4.017753548,4.223769595,4.15454019,3.441836127
20,41,Kansas,Dickinson,-97.15270609,38.8664996,-0.914310028,-0.979230112,-0.887284037,-0.848886446,,-1.01685516,-1.093497597,-1.006155065,-0.976246387,,,-0.890641409,-0.1730169,-1.353970078,-1.52389567,,-2.514176608,-1.773501757,-2.71097735,-2.98484861
20,43,Kansas,Doniphan,-95.14679912,39.78806188,3.684557135,3.665475621,3.606890954,3.575313664,,3.977511068,3.993978878,3.934328169,3.900372586,,,3.257849379,3.015885408,3.314583063,3.177304718,,1.87140316,1.439111473,1.98232488,1.817285262
20,45,Kansas,Douglas,-95.29259659,38.88466513,-3.773192904,-3.368258494,-3.185192154,-3.285070086,,-3.64138469,-3.26476471,-2.983991585,-3.104246151,,,-3.294750011,-1.421416775,-3.652394708,-4.809405528,,-4.410029843,-3.924921823,-5.028711491,-6.061040781
20,47,Kansas,Edwards,-99.31216678,37.8876163,7.355703224,7.326776393,7.094423869,7.379412972,,7.185578666,7.177629522,6.907281282,7.17385715,,,7.425147231,7.297970558,7.084689695,6.670277523,,5.965047207,6.057948812,5.813687622,5.418934185
20,49,Kansas,Elk,-96.24413172,37.45366769,5.056910153,5.008158848,5.041600517,5.009580944,,5.03413383,4.998207143,5.002046565,4.972612887,,,6.137060197,6.596911256,4.965796245,4.787572702,,3.672238119,4.125866631,3.157222488,3.07575429
20,51,Kansas,Ellis,-99.31725727,38.91473716,5.986941313,5.948970432,5.966644854,6.17395961,,5.835832272,5.820963045,5.834802557,6.050354426,,,6.503765386,6.706476131,5.78520492,5.34470092,,4.985506659,5.13631821,4.566030507,4.261578263
20,53,Kansas,Ellsworth,-98.20474944,38.69664007,2.042788554,2.050377897,2.074553209,2.148588694,,1.7164943,1.710461796,1.718697938,1.854155271,,,2.095928045,2.105114193,1.977306797,1.463999423,,0.90384444,0.933685622,0.704697605,0.138006287
20,55,Kansas,Finney,-100.7369977,38.04428513,0.492370616,0.491528603,0.426233994,0.51572948,,0.192825452,0.167548828,0.081877642,0.198438001,,,0.091534856,-0.001191755,0.039478032,-0.660487794,,-0.718535946,-0.658110707,-0.858117335,-1.530572333
20,57,Kansas,Ford,-99.88796264,37.69172387,-0.99236853,-0.935740386,-1.147179026,-0.623359247,,-1.063013432,-1.012592395,-1.163423286,-0.734441896,,,-1.164792894,-0.914378904,-1.633115978,-1.733208787,,-2.28848528,-2.103696953,-2.623166231,-2.686662212
20,59,Kansas,Franklin,-95.28594705,38.56453083,10.01426848,10.31322928,9.834724453,9.944311574,,9.853458527,10.16488951,9.712315814,9.824587322,,,9.195655654,10.51441937,9.400840606,8.437858404,,7.782221356,8.730445028,8.102315039,7.090993774
20,61,Kansas,Geary,-96.7525167,39.00240968,6.228074338,6.018262501,5.723313255,5.051406732,,5.977818823,5.750277775,5.489994102,4.887874147,,,5.844703865,5.730083289,5.831869672,4.175603368,,3.883907367,3.742885567,3.896726524,2.850860398
20,63,Kansas,Gove,-100.4829681,38.91609537,6.76285189,6.674552815,6.552486087,6.558771516,,6.487089501,6.426138198,6.307562435,6.319469974,,,7.23611603,7.150595847,7.163364387,6.570283812,,7.518132677,7.52739713,7.490425678,6.638491002
20,65,Kansas,Graham,-99.88323813,39.3497253,-1.82251595,-2.004847884,-1.610850605,-1.711570784,,-1.726814956,-1.87683091,-1.515947957,-1.624225683,,,-1.616558575,-1.658998991,-1.951928087,-2.156475435,,-1.585692475,-1.596936541,-2.082256396,-2.534047875
20,67,Kansas,Grant,-101.3079883,37.56227695,-19.37197712,-19.37189882,-19.4620341,-19.41374402,,-19.67620926,-19.65747679,-19.76147196,-19.6943106,,,-19.82533125,-19.74389408,-19.86676244,-20.14503767,,-19.5133981,-19.4248244,-19.56165784,-19.92129996
20,69,Kansas,Gray,-100.4378853,37.73818285,3.571093553,3.63507118,3.183205766,3.691072689,,3.457753458,3.530255905,3.088591088,3.598297655,,,2.899218642,3.020255923,2.912164883,2.050071428,,2.297257355,2.545105406,2.125633954,1.33586556
20,71,Kansas,Greeley,-101.8060441,38.48056391,7.52372382,7.610940734,7.943651835,7.672887634,,7.135677898,7.184141986,7.584927331,7.275675594,,,7.816556135,7.818997798,7.940536888,7.660328273,,8.838070156,8.872382585,8.917236393,8.297464799
20,73,Kansas,Greenwood,-96.23262,37.87781049,0.786936048,0.851136528,0.858575439,0.840739884,,0.715342507,0.781914377,0.77188719,0.748737672,,,2.444126194,2.671125319,1.000072131,0.635116207,,0.34551204,0.634737388,-0.450087556,-0.638255159
20,75,Kansas,Hamilton,-101.7912403,37.99912383,0.097862177,0.076281271,0.481357769,0.195629304,,0.040535753,0.011535674,0.432220578,0.131265432,,,0.106410873,0.097284417,-0.053684586,0.60403627,,0.817881385,0.777085926,0.56755751,0.917338368
20,77,Kansas,Harper,-98.07547899,37.19161523,-3.982713457,-4.036836582,-4.013782161,-3.787822394,,-3.963948085,-3.998858528,-4.033644167,-3.72289374,,,-3.585833437,-3.558566752,-3.662255711,-3.762695588,,-5.414289924,-5.439413829,-5.595631776,-5.736819773
20,79,Kansas,Harvey,-97.427212,38.0432222,-0.308587143,-0.409199256,-0.369633626,-0.271051948,,-0.154728386,-0.408127829,-0.389975851,-0.271549155,,,-0.148606627,0.769000286,-0.697929747,-0.691687845,,-2.549105266,-2.128911896,-2.78119067,-2.656972168
20,81,Kansas,Haskell,-100.8711529,37.56222242,-0.006032483,-0.045602256,0.17404983,-0.014253239,,-0.15051932,-0.201506613,-0.03506846,-0.167668195,,,-0.63844069,-0.66368573,-0.694691305,-0.694469115,,-1.064275496,-1.0374309,-1.155551692,-1.317094101
20,83,Kansas,Hodgeman,-99.89792119,38.0874934,-7.943433881,-8.055242316,-8.102133682,-7.934561651,,-8.068213738,-8.151206993,-8.212156589,-8.090114143,,,-6.988954811,-6.853007154,-8.111140216,-8.388417673,,-7.613418963,-7.290488048,-8.582932164,-8.910195638
20,85,Kansas,Jackson,-95.79366907,39.41682548,7.216236957,7.340929304,6.841923312,6.937035131,,7.23330468,7.301647797,6.86573535,6.941120016,,,6.450961709,6.572466626,6.581975853,5.616900076,,4.689102323,4.891779317,4.527550153,3.739729991
20,87,Kansas,Jefferson,-95.38343782,39.23576638,-3.44175303,-3.163919243,-3.629057161,-3.251983292,,-3.400429338,-3.128747348,-3.591853821,-3.218915559,,,-4.464369326,-3.553843964,-3.838638474,-4.518396191,,-6.239122281,-5.321863046,-5.459417284,-6.299718168
20,89,Kansas,Jewell,-98.21833076,39.78473803,0.470454623,0.388563556,0.194061423,0.324181135,,0.229479931,0.157687652,0.018440681,0.136077117,,,0.652913653,0.669446042,0.434187296,0.13536697,,-0.106068815,0.065240795,-0.366130551,-0.48815239
20,91,Kansas,Johnson,-94.82232137,38.88376321,-1.567517076,-1.719981414,-1.596897408,-1.674495666,,-1.710730154,-1.879181506,-1.726125862,-1.849129515,,,-2.050980866,-1.916817017,-1.903912154,-2.326983471,,-5.489788036,-5.39049077,-5.387123739,-5.741250316
20,93,Kansas,Kearny,-101.3198885,38.00025503,-4.665907953,-4.6454858,-4.786138056,-4.849944762,,-4.987137981,-4.962921747,-5.101042944,-5.15622546,,,-5.35581886,-5.713305601,-5.30451288,-4.95308934,,-5.856018603,-5.938466331,-5.806858977,-5.571841819
20,95,Kansas,Kingman,-98.13633863,37.55889999,-6.209068474,-6.205484852,-6.033789545,-6.138501205,,-6.516031972,-6.50589106,-6.416082908,-6.474048126,,,-6.245976704,-6.37935065,-6.63018369,-6.759063437,,-8.25828577,-8.300946119,-8.273545065,-8.453028597
20,97,Kansas,Kiowa,-99.28607291,37.55823384,2.876073509,2.783933986,2.755000076,2.928019212,,2.763841043,2.660487269,2.566959862,2.853453034,,,2.942629716,3.370863359,2.311509081,2.094142071,,1.486582578,1.839266537,0.987350651,0.818675443
20,99,Kansas,Labette,-95.29757436,37.19130552,7.684323767,7.694601373,7.463277002,7.59317643,,7.718334507,7.746690723,7.458293568,7.614127245,,,7.165873793,7.736524843,7.303730929,6.925166638,,4.640312628,5.014344902,4.76289057,4.532822508
20,101,Kansas,Lane,-100.4664275,38.48133433,11.30385223,9.913192344,9.635927711,9.879811416,,11.33691095,10.01932931,9.747320698,9.953440967,,,11.69534562,11.99099973,10.50944811,9.937837261,,11.74292556,11.89732933,10.83665829,10.1146303
20,103,Kansas,Leavenworth,-95.03798872,39.19930157,4.812330077,4.765309134,4.63698272,4.562466253,,4.84047927,4.795538013,4.621490828,4.583157379,,,3.761210779,5.167042439,4.395509315,3.806566917,,1.909255006,3.126438643,2.330077164,2.053407859
20,105,Kansas,Lincoln,-98.2077044,39.04531475,-0.328121399,-0.46079263,-0.588413789,-0.217982149,,-0.767041394,-0.918833287,-1.066151336,-0.668600238,,,-0.368455735,-0.36619434,-0.798588016,-1.040302473,,-1.854363472,-1.878680889,-2.178359462,-2.4553724
20,107,Kansas,Linn,-94.84297509,38.21226811,-3.332932057,-3.067803115,-3.380798642,-3.437031309,,-3.157351323,-2.889340037,-3.190638546,-3.240762863,,,-3.992631167,-2.863887497,-3.389610573,-3.980777864,,-5.34829306,-4.150010566,-4.680490687,-5.398096499
20,109,Kansas,Logan,-101.1484189,38.91732132,5.036839592,5.071277578,5.278179578,5.263770797,,4.632170274,4.639186576,4.920334141,4.817098937,,,5.315422499,5.185807255,4.711950884,4.598751957,,5.165552037,5.369404231,4.614717562,4.329045379
