STATEFP,COUNTYFP,STATE,COUNTY,Longitude,Latitude,Poultry,2033A1B45,2033A245,2033B145,2033B245,2033A1B85,2033A285,2033B185,2033B285
1,33,Alabama,Colbert,-87.80492738,34.70046645,60,-8.323789288,-8.352056633,-8.270305052,-8.315683047,-8.000784606,-8.035832075,-7.939198306,-7.98520625
1,35,Alabama,Conecuh,-86.99367552,31.42925989,34,5.918664351,6.112442432,5.820011225,5.859924839,5.855377656,6.047115678,5.766672868,5.780339853
1,37,Alabama,Coosa,-86.24765314,32.93624317,16,5.083664362,5.105345525,4.935806805,4.975049986,5.030035628,5.040131648,4.886023698,4.932949629
1,39,Alabama,Covington,-86.45126547,31.24849093,125,4.997594792,5.087577577,4.96625016,4.922887868,5.02561402,5.106559585,4.964320052,4.944491468
1,41,Alabama,Crenshaw,-86.31355203,31.73151285,80,5.427461941,5.422741165,5.326160634,5.18594667,5.355116231,5.378765339,5.218917513,5.073122895
1,43,Alabama,Cullman,-86.8675892,34.13194568,343,-0.31021897,-0.054639093,-0.35132164,-0.233024399,-0.126989896,0.16653325,-0.138562444,-0.056408734
1,45,Alabama,Dale,-85.61103942,31.43177637,103,6.1433087,6.231601013,6.315792715,6.282972224,6.207912454,6.300884113,6.383379484,6.381590787
1,47,Alabama,Dallas,-87.10645795,32.32596885,19,1.642693545,1.655198787,1.543854231,1.662511301,1.593166063,1.597387902,1.539904351,1.652211349
1,49,Alabama,DeKalb,-85.80411479,34.45979893,392,7.719946852,7.940854102,7.719644759,7.75672873,7.746526298,7.898303288,7.769905789,7.795772797
1,51,Alabama,Elmore,-86.14915613,32.59664928,64,5.911659838,5.933165397,5.985012468,5.967520689,6.010113888,6.04075126,6.108152271,6.101818593
1,53,Alabama,Escambia,-87.16154884,31.12615088,43,2.971553994,3.159512368,2.896821257,2.833297188,3.119239441,3.300301423,3.014027969,2.979326703
1,55,Alabama,Etowah,-86.03476361,34.04525536,160,-4.287689461,-4.485705573,-4.516261396,-4.647557694,-4.433630986,-4.623829219,-4.526030899,-4.620948148
1,57,Alabama,Fayette,-87.7388259,33.72122384,30,7.38783405,7.370688062,7.528010233,7.464207607,7.710234337,7.678976469,7.827167162,7.820177361
1,59,Alabama,Franklin,-87.84373732,34.44169082,139,-1.586861382,-1.534397817,-1.504047595,-1.561595924,-1.320758445,-1.320707401,-1.207396578,-1.253767726
1,61,Alabama,Geneva,-85.83908288,31.09505088,105,6.194219297,6.752773432,5.367376345,5.597136818,6.093199467,6.732771165,5.348677853,5.560115927
1,63,Alabama,Greene,-87.95221651,32.8531426,17,-4.98606977,-5.021821633,-5.282535981,-5.205509321,-4.926079627,-4.966312815,-5.221456486,-5.126552841
1,65,Alabama,Hale,-87.62913844,32.76267579,38,-4.232116992,-4.064091327,-4.261761476,-4.239167332,-4.136764103,-3.993469985,-4.154388754,-4.100504729
1,67,Alabama,Henry,-85.24142276,31.51470774,46,4.450925606,4.522197821,4.077095372,4.153019284,4.415332766,4.483325024,4.031741726,4.074392844
1,69,Alabama,Houston,-85.30247045,31.15319979,75,5.165589033,5.173630673,4.494402877,4.670211576,4.73593788,4.780251131,4.01773979,4.160530241
1,71,Alabama,Jackson,-85.9993501,34.77945522,172,-5.103119482,-5.213407039,-4.914630341,-4.933692953,-4.951490067,-5.131674025,-4.717793805,-4.725378924
1,73,Alabama,Jefferson,-86.89640033,33.55432512,88,4.091554127,3.755778078,3.454266936,3.414490018,3.949087554,3.690161181,3.400567865,3.362705231
1,75,Alabama,Lamar,-88.0969513,33.77912997,31,2.894666398,2.857200272,2.607824744,2.70183619,3.125786032,3.09141184,2.813790742,2.910278785
1,77,Alabama,Lauderdale,-87.65400626,34.90140474,160,0.496086701,0.531195676,0.321748986,0.409130577,0.790420887,0.840565869,0.566546076,0.660833885
1,79,Alabama,Lawrence,-87.31099206,34.52168007,197,3.327440692,3.448807323,3.201855607,3.264062009,3.458415571,3.609507759,3.315335455,3.378416196
1,81,Alabama,Lee,-85.35550471,32.60113271,78,2.265838202,2.141727205,2.288207023,2.238503841,2.28937577,2.217457068,2.301011153,2.246587586
1,83,Alabama,Limestone,-86.98140705,34.81009731,138,-5.2205233,-4.986406832,-5.339970688,-5.273969921,-5.066045001,-4.860560023,-5.143821303,-5.134629127
1,85,Alabama,Lowndes,-86.65009664,32.15474763,42,5.487959443,5.516071139,5.329316755,5.364905793,5.39489462,5.39812051,5.228038671,5.263383101
1,87,Alabama,Macon,-85.69265892,32.38593906,34,6.556993897,6.575216037,6.393597339,6.424530754,6.45083429,6.463892133,6.319281041,6.342680356
1,89,Alabama,Madison,-86.55022662,34.76309418,141,2.928475858,2.97086432,2.639379416,2.580139216,2.963614523,3.036479723,2.703489613,2.670319114
1,91,Alabama,Marengo,-87.78953822,32.24766529,37,2.095599747,2.293939305,2.032333176,2.074306669,2.055463826,2.21710554,1.97350213,2.039968767
1,93,Alabama,Marion,-87.88714285,34.13655781,119,1.530710914,1.469698234,1.544096187,1.570406283,1.932761753,1.856087405,1.935616146,1.983882388
1,95,Alabama,Marshall,-86.30663362,34.36696439,237,-7.050408692,-6.810268132,-7.285421953,-7.121379156,-6.804589611,-6.57452303,-7.033011112,-6.848934526
1,97,Alabama,Mobile,-88.20583372,30.78768874,118,2.044406262,1.922371916,1.83451294,1.754521567,2.087751204,1.975162976,1.925527296,1.859377668
1,99,Alabama,Monroe,-87.36543667,31.57087536,26,6.494021689,6.618168296,6.339281055,6.369605126,6.42022735,6.510636996,6.212846142,6.282647049
1,101,Alabama,Montgomery,-86.20761854,32.22026455,44,-1.000631991,-1.041317786,-0.996594618,-1.166013309,-0.995250261,-1.017263468,-0.959823169,-1.122735318
1,103,Alabama,Morgan,-86.85293396,34.45346662,205,-17.66838704,-17.73550349,-17.86818438,-17.73833862,-17.45808895,-17.49393237,-17.68702877,-17.55775835
1,105,Alabama,Perry,-87.29440315,32.63846097,29,-8.465903996,-8.341380803,-8.596436224,-8.652413695,-8.376075888,-8.299056234,-8.539392091,-8.573974369
1,107,Alabama,Pickens,-88.08874689,33.28079711,86,5.089115357,4.948877702,5.015189327,5.014408626,5.190200998,5.046188461,5.133637662,5.11440026
1,109,Alabama,Pike,-85.94092589,31.80272087,94,6.629460307,6.695601676,6.600074965,6.490414075,6.492216857,6.543626926,6.461520729,6.330339428
1,111,Alabama,Randolph,-85.45909851,33.29378692,151,4.709481112,4.717853697,4.726011128,4.725413928,4.839990299,4.824837119,4.825828173,4.829420447
1,113,Alabama,Russell,-85.18492335,32.28839725,46,1.554663036,1.534722357,1.520843013,1.550648458,1.653897084,1.587573075,1.571430376,1.613691375
1,115,Alabama,St. Clair,-86.31461209,33.7157191,151,2.795705933,2.786869833,2.786889798,2.79142636,2.790795618,2.787491272,2.770743785,2.776448782
1,117,Alabama,Shelby,-86.66065501,33.26426786,80,-0.834555206,-0.799210688,-0.742155169,-0.724705181,-0.800211598,-0.760657902,-0.697149973,-0.673477514
1,119,Alabama,Sumter,-88.19884604,32.59105735,13,4.761391575,4.985039612,4.651569092,4.661046999,4.882231055,5.078332446,4.757204509,4.778039097
1,121,Alabama,Talladega,-86.16587935,33.38008676,83,-1.170288466,-1.138716515,-1.080288587,-1.089127966,-1.089104868,-1.043729546,-0.964082427,-0.96659292
1,123,Alabama,Tallapoosa,-85.79751509,32.8623587,55,2.847843223,2.876761637,2.66800942,2.720420971,2.636848101,2.666615523,2.480215124,2.517213153
1,125,Alabama,Tuscaloosa,-87.52511804,33.28956993,86,3.872820877,3.73967395,3.591377556,3.645900274,3.824519656,3.693567744,3.483825341,3.543733836
1,127,Alabama,Walker,-87.29732141,33.80332704,128,5.25087223,5.237418813,5.438010383,5.463500658,5.480301575,5.445982961,5.662044459,5.717913961
1,129,Alabama,Washington,-88.20785712,31.40762962,65,5.702784229,5.943782137,5.556181482,5.641175139,5.600122049,5.843307101,5.429176798,5.505819837
1,131,Alabama,Wilcox,-87.3081961,31.98930457,22,5.503514221,5.51051954,5.436911389,5.428402186,5.241754338,5.264202604,5.175211414,5.155859901
1,133,Alabama,Winston,-87.37368062,34.14920409,56,7.092763019,7.208198132,6.937106607,6.979873844,7.334610044,7.469184558,7.112152965,7.178390164
4,1,Arizona,Apache,-109.4888231,35.39552283,841,-3.040737341,-3.052715502,-3.007286207,-3.046968595,-2.874244828,-2.887252275,-2.835351507,-2.880393745
4,3,Arizona,Cochise,-109.7511742,31.87957002,195,1.342842914,1.271063901,1.269797824,1.243112866,1.445384292,1.382425488,1.381617023,1.354623204
4,5,Arizona,Coconino,-111.7705175,35.83872689,353,-0.98273614,-1.003767334,-1.008602964,-0.992529175,-0.87180448,-0.89870219,-0.90073828,-0.8815773
4,7,Arizona,Gila,-110.8116017,33.79970812,38,2.535905917,2.528903871,2.49999217,2.468437944,2.531425284,2.525510781,2.491843247,2.468058236
4,9,Arizona,Graham,-109.8874789,32.93259779,34,2.098534255,2.097921543,1.992165782,1.986260647,2.213926586,2.212215041,2.107161861,2.101605717
4,11,Arizona,Greenlee,-109.2402379,33.2152371,18,6.294487408,6.295641024,6.286468126,6.285585222,6.466243312,6.468219406,6.457272956,6.449051852
4,12,Arizona,La Paz,-113.9814912,33.72940053,3,0.460112209,0.456222523,0.389637914,0.341802392,0.164082593,0.159779278,0.093916281,0.051227338
4,13,Arizona,Maricopa,-112.4914553,33.34901316,290,-4.987546437,-6.030255335,-5.737209621,-6.259370822,-5.146707506,-6.163949973,-5.882354436,-6.365050588
4,15,Arizona,Mohave,-113.7578938,35.70407926,49,3.561547606,3.230258602,3.272811836,3.188251079,3.506373272,3.164222918,3.207883004,3.122941955
4,17,Arizona,Navajo,-110.3214063,35.3996438,512,-7.782865874,-7.817011982,-7.760866334,-7.792640181,-7.665474472,-7.700505801,-7.634052586,-7.678339484
4,19,Arizona,Pima,-111.7899167,32.09744139,110,-1.199214835,-1.293036031,-1.105628387,-1.372940381,-1.066851042,-1.204702424,-0.986947527,-1.286276919
4,21,Arizona,Pinal,-111.3447648,32.90440433,119,4.323088627,4.275756284,4.29408701,4.302652691,4.530825,4.472247885,4.506862876,4.498778717
4,23,Arizona,Santa Cruz,-110.8465416,31.52595371,26,3.149300811,3.09983426,3.140143004,2.923840688,3.427912547,3.374458689,3.411535102,3.202238133
4,25,Arizona,Yavapai,-112.5537371,34.59982356,139,-7.152279131,-7.178702644,-7.207607205,-7.375547502,-7.181042327,-7.222286785,-7.242730044,-7.437685107
4,27,Arizona,Yuma,-113.9056311,32.7694767,38,3.85932847,3.78031219,3.708326241,3.697141837,3.666411417,3.585794032,3.515093674,3.509460904
5,1,Arkansas,Arkansas,-91.37418735,34.28918042,10,-1.988120785,-2.015097047,-1.77895638,-1.751607142,-1.753341589,-1.77557243,-1.565117976,-1.536906763
5,3,Arkansas,Ashley,-91.76845842,33.19121181,62,4.863644667,4.910760828,4.935185723,4.960316603,4.695714269,4.748687284,4.771916202,4.801218903
5,5,Arkansas,Baxter,-92.33694031,36.28719243,67,-0.29570893,-0.299726988,-0.439439702,-0.345688537,-0.158261884,-0.165391319,-0.338621716,-0.226991273
5,7,Arkansas,Benton,-94.2561387,36.33871773,434,-1.901160443,-1.76555365,-2.193284872,-1.66901833,-1.648000111,-1.533823284,-1.928509718,-1.472595288
5,9,Arkansas,Boone,-93.09153793,36.30861358,198,1.957829964,2.183717323,1.706810357,1.823189883,1.92524303,2.130066831,1.654464653,1.78952802
5,11,Arkansas,Bradley,-92.16237516,33.46643507,42,5.286933844,5.296722497,5.233427911,5.237086993,5.232561219,5.246502173,5.170799902,5.189320877
5,13,Arkansas,Calhoun,-92.5030187,33.55806301,21,3.603957586,3.681228806,3.547028054,3.494561319,3.450795733,3.504670138,3.406732404,3.347083601
5,15,Arkansas,Carroll,-93.53819647,36.34103978,248,4.152278141,4.170699387,3.85856501,4.035866278,4.31754033,4.344050399,3.947384278,4.184955989
5,17,Arkansas,Chicot,-91.29373575,33.26696008,13,8.262755374,8.214196296,8.365570602,8.315321491,8.007636017,7.999444357,8.118129691,8.072148694
5,19,Arkansas,Clark,-93.17635737,34.05095287,49,0.918067974,0.878678114,1.053818918,0.92324883,0.941385959,0.887708073,1.077618309,0.929166677
5,21,Arkansas,Clay,-90.41734711,36.36829044,38,5.448074146,5.72709724,5.380212534,5.522007441,5.021345752,5.275306198,4.92762831,5.034557236
5,23,Arkansas,Cleburne,-92.02670956,35.53817802,110,-1.684438264,-1.646798494,-1.5190867,-1.655763942,-1.604297453,-1.534486263,-1.480690285,-1.590624074
5,25,Arkansas,Cleveland,-92.18515107,33.89837683,63,6.686639803,6.737028317,6.656744496,6.684179809,6.854534949,6.912708845,6.803643653,6.837431214
5,27,Arkansas,Columbia,-93.22730165,33.21431068,40,2.82126251,2.817717507,2.72560518,2.80208868,2.529436266,2.525250663,2.408477873,2.498718116
5,29,Arkansas,Conway,-92.70143979,35.26238257,135,2.098875006,2.24120589,2.152516745,2.12428034,2.16881032,2.308753987,2.223334617,2.193366374
5,31,Arkansas,Craighead,-90.63282669,35.83079896,30,-0.493919334,-0.896840201,-1.322597735,-1.072917633,-0.521931186,-0.914477823,-1.33688355,-1.03743676
5,33,Arkansas,Crawford,-94.24284837,35.58805931,128,-2.714810819,-3.331471146,-3.144387975,-3.330946683,-2.636474323,-3.236312293,-3.049075737,-3.206499985
5,35,Arkansas,Crittenden,-90.30783914,35.2056773,24,-3.441491111,-3.490252643,-3.991988543,-3.729353711,-3.121793615,-3.179908903,-3.716038771,-3.398236189
5,37,Arkansas,Cross,-90.77113535,35.29570105,17,7.209322768,7.16377672,6.709606966,7.009216459,7.112207192,7.097472272,6.657121633,6.947028188
5,39,Arkansas,Dallas,-92.65440482,33.9698728,15,6.99527508,6.99982351,6.93430068,6.91657809,7.03367013,7.038464665,6.966714563,6.962074133
5,41,Arkansas,Desha,-91.25507772,33.83091747,8,-4.853176709,-4.820832829,-4.748258343,-4.738030597,-4.811094384,-4.772761201,-4.71682953,-4.727222455
5,43,Arkansas,Drew,-91.7199659,33.58944369,49,6.822593226,6.95933727,6.807218382,6.840991331,6.678408838,6.801702638,6.720869452,6.746176929
5,45,Arkansas,Faulkner,-92.33203024,35.14704105,177,-2.226504811,-2.128766167,-2.169122286,-2.248328068,-2.209849022,-2.071059025,-2.210543392,-2.273177552
5,47,Arkansas,Franklin,-93.89057004,35.51236023,113,4.797353157,5.008693976,4.768690534,4.825604904,4.907127292,5.098320064,4.86522378,4.924593485
5,49,Arkansas,Fulton,-91.81817918,36.38165103,124,1.453812989,1.432703755,1.538646465,1.50868936,1.76990504,1.749625339,1.87676788,1.83790937
5,51,Arkansas,Garland,-93.15040123,34.57672425,70,4.014500646,3.779415545,3.535282349,3.657553905,3.985844549,3.73787987,3.464006648,3.582418142
5,53,Arkansas,Grant,-92.42367509,34.29000309,67,5.027701088,5.064474659,5.01598747,5.051747099,5.063282376,5.095311955,5.068985165,5.06256527
5,55,Arkansas,Greene,-90.55906957,36.1176477,67,-0.218402111,-0.305623549,0.007163814,-0.029573018,-0.387492208,-0.515749387,-0.109372855,-0.181465518
5,57,Arkansas,Hempstead,-93.66841892,33.73537603,163,1.316963581,1.394702028,1.48943228,1.479251737,1.452754677,1.518190643,1.624908332,1.642195826
5,59,Arkansas,Hot Spring,-92.94613293,34.31765304,97,0.605951877,0.891310312,0.545605441,0.581227597,0.57499807,0.856431819,0.532874942,0.562978583
5,61,Arkansas,Howard,-93.99360224,34.08891022,153,1.500402283,1.55822068,1.482417937,1.486545902,1.326546473,1.416460811,1.340808449,1.352586485
5,63,Arkansas,Independence,-91.56969162,35.74157477,148,7.495999697,7.696080119,7.189574373,7.385699582,7.518914181,7.690032013,7.113575364,7.324161287
5,65,Arkansas,Izard,-91.91339994,36.09485324,83,5.354984046,5.365198511,5.070814679,5.291873227,5.597651819,5.611933248,5.297159193,5.49324931
5,67,Arkansas,Jackson,-91.21452763,35.59922839,24,-0.156518669,-0.055750235,-0.398818015,-0.104422455,-0.26858881,-0.131044492,-0.489227314,-0.20998078
5,69,Arkansas,Jefferson,-91.93037296,34.26828629,36,-0.160390242,-0.28800197,-0.382269326,-0.363724617,-0.035826914,-0.173839182,-0.232239738,-0.168796438
5,71,Arkansas,Johnson,-93.46017545,35.56970038,120,-2.37477545,-2.299271686,-2.304979506,-2.426311871,-2.064831282,-1.980649346,-2.017551332,-2.114996047
5,73,Arkansas,Lafayette,-93.60700281,33.24157589,44,0.069942833,0.071177144,0.108879729,0.056185074,-0.032429537,-0.026352128,-0.0016645,-0.058134781
5,75,Arkansas,Lawrence,-91.10700508,36.04121905,53,5.23339029,5.229012048,4.872557281,5.343627888,5.071860006,5.076405451,4.767867888,5.180342786
5,77,Arkansas,Lee,-90.7808079,34.7805173,0,3.09712227,3.148586806,3.008795793,3.032349391,3.372021579,3.422190502,3.290534259,3.30271638
5,79,Arkansas,Lincoln,-91.73440388,33.95701049,48,6.399567233,6.38420803,6.218603598,6.288541101,6.788571135,6.775617735,6.568827929,6.665263412
5,81,Arkansas,Little River,-94.23524469,33.70091119,61,-0.361629984,-0.347362956,-0.471556061,-0.466009504,-0.44197924,-0.44825344,-0.538458042,-0.531982873
5,83,Arkansas,Logan,-93.71664404,35.2148972,205,3.185811437,3.214547861,3.217869282,3.254914291,3.039390117,3.075706632,3.082737276,3.099561366
5,85,Arkansas,Lonoke,-91.8887817,34.75425593,89,1.302817004,1.57646117,1.775411276,1.721491735,1.605881922,1.83528796,1.9957813,1.955966402
5,87,Arkansas,Madison,-93.72458438,36.01102394,206,5.299391935,5.5118353,5.341689994,5.342890009,5.648485619,5.869640142,5.701987716,5.705609705
5,89,Arkansas,Marion,-92.68421602,36.26844934,60,4.121408886,4.111833161,4.108379443,4.055656493,4.399269443,4.400010786,4.387450698,4.333233636
5,91,Arkansas,Miller,-93.89207469,33.31238174,45,3.481455505,3.592731816,3.123993541,3.331603645,3.208615987,3.308318056,2.866230345,3.056818476
5,93,Arkansas,Mississippi,-90.05215729,35.76241373,5,2.09102732,2.386832743,2.446784075,2.520219052,2.644544954,2.921916865,3.004502049,3.042272083
5,95,Arkansas,Monroe,-91.20390508,34.67783621,0,2.775338031,2.827907162,2.707804897,2.691073988,3.013124854,3.058064282,2.933288134,2.926070009
5,97,Arkansas,Montgomery,-93.65955299,34.53889333,53,4.052734636,4.107939975,3.927053171,4.022955989,3.929763437,3.98268994,3.827540626,3.910035108
5,99,Arkansas,Nevada,-93.30719232,33.66400274,79,4.061601229,4.147029336,3.922284401,3.962673986,4.087404789,4.157486089,3.927279351,3.971552824
5,101,Arkansas,Newton,-93.2178625,35.91998544,59,4.672560003,4.647281419,4.553311372,4.615057837,4.793906621,4.788338253,4.673443497,4.731587663
5,103,Arkansas,Ouachita,-92.8819241,33.59335675,34,5.958037048,5.997988931,5.986863753,5.98555153,5.985838851,6.035086189,6.021795619,6.018051194
5,105,Arkansas,Perry,-92.93125556,34.94753214,57,5.978297735,5.989338765,5.935485205,5.963595301,5.877462598,5.891024832,5.835146432,5.865633246
5,107,Arkansas,Phillips,-90.84886868,34.42743522,4,6.054555686,6.408941399,6.342977853,6.593145968,6.494050338,6.844297043,6.742041309,6.988502162
5,109,Arkansas,Pike,-93.65637097,34.1634938,87,5.085303957,5.132149985,4.923920249,5.031543975,4.959651355,5.018886805,4.758459876,4.89286342
5,111,Arkansas,Poinsett,-90.66299388,35.5740109,5,-0.213948175,-0.010870124,-0.121578621,-0.195346755,-0.141221236,0.032552643,-0.077031702,-0.100540419
5,113,Arkansas,Polk,-94.22820397,34.48584833,110,3.789110728,3.794182779,3.68136666,3.832600489,3.840175404,3.848539869,3.739393138,3.891866073
5,115,Arkansas,Pope,-93.0345461,35.44791518,174,-4.958004148,-4.983654181,-4.861371593,-4.877601816,-4.532131053,-4.566642351,-4.459179683,-4.457605929
5,117,Arkansas,Prairie,-91.55280624,34.82974807,17,4.602746366,4.595038498,4.692433421,4.628975456,4.774982108,4.775716601,4.846641456,4.785361052
5,119,Arkansas,Pulaski,-92.31199489,34.7700362,99,4.643537224,3.930732062,3.731063097,3.671888817,4.848043921,4.220319949,3.996105214,3.939426564
5,121,Arkansas,Randolph,-91.02762863,36.34149223,171,6.62179596,6.858532495,6.33513814,6.599078695,6.660854095,6.905859825,6.391665713,6.637215684
5,123,Arkansas,St. Francis,-90.74781585,35.02203144,4,5.265675213,5.540248337,5.50350794,5.513443154,5.427767785,5.657996513,5.676654426,5.667277154
5,125,Arkansas,Saline,-92.67657667,34.64663437,61,-5.906712426,-5.896876846,-5.981109418,-5.920536057,-5.872942789,-5.859454728,-5.930652668,-5.864886035
5,127,Arkansas,Scott,-94.06325105,34.86070438,85,0.398848418,0.453820677,0.273085018,0.282973702,0.403515452,0.466016759,0.304019448,0.308423782
5,129,Arkansas,Searcy,-92.699527,35.91097541,81,5.747073148,5.766934195,5.713023624,5.745871409,5.874662632,5.877593371,5.802844378,5.851426655
5,131,Arkansas,Sebastian,-94.27433491,35.19890899,167,-5.224793258,-5.415969188,-5.512006634,-5.562841128,-5.253155369,-5.535352622,-5.612259704,-5.665610873
5,133,Arkansas,Sevier,-94.24123528,33.99722499,126,3.288433895,3.39947142,3.022279587,3.172822837,3.256989784,3.352122324,2.976437665,3.122507312
5,135,Arkansas,Sharp,-91.47976883,36.16120073,123,7.931998887,7.947870801,7.620604549,7.86755186,8.038841275,8.055819212,7.707334527,7.954241332
5,137,Arkansas,Stone,-92.15676649,35.85989181,71,3.134876637,3.198771159,2.696022903,2.917905413,3.20795646,3.332734801,2.757654824,2.974785195
5,139,Arkansas,Union,-92.59722735,33.17130287,46,3.712658073,3.722818665,3.688596352,3.761241394,3.533562588,3.53832873,3.52045956,3.594874311
5,141,Arkansas,Van Buren,-92.51575748,35.58061954,90,3.335494393,3.30179007,3.306224204,3.372153425,3.544488559,3.518623729,3.446041665,3.534776256
5,143,Arkansas,Washington,-94.21560038,35.97905435,439,-4.577394401,-4.395467825,-4.908265862,-4.739005308,-4.430016171,-4.372592369,-4.767369692,-4.641968496
5,145,Arkansas,White,-91.74555517,35.25626962,244,-3.064381986,-2.705781841,-3.254891408,-2.895718696,-2.970797631,-2.65282287,-3.143709622,-2.816484375
5,147,Arkansas,Woodruff,-91.24308469,35.18631402,3,-0.553604037,-0.39751372,-1.301736004,-1.120164608,-0.400613975,-0.26096807,-1.172227364,-0.984644772
5,149,Arkansas,Yell,-93.41083236,35.00259875,184,-0.751895904,-0.797337189,-0.684223068,-0.705460743,-0.811295969,-0.860891344,-0.752972065,-0.779006701
6,1,California,Alameda,-121.8886969,37.64685904,37,-3.265144398,-2.916643655,-2.945607853,-3.00253552,-3.673195321,-3.336729846,-3.378524218,-3.449103906
6,3,California,Alpine,-119.8206726,38.59719643,0,2.076644996,2.076644996,2.074958784,2.076644996,2.254379694,2.254379694,2.252872392,2.254379694
6,5,California,Amador,-120.6511024,38.44638649,89,0.202805482,0.166767504,0.054865615,0.149799397,0.390774849,0.353566881,0.258004127,0.341882052
6,7,California,Butte,-121.6006815,39.66694061,181,-0.822248713,-0.997188213,-0.762911625,-0.549039956,-1.552432971,-1.768853132,-1.565308015,-1.354333169
6,9,California,Calaveras,-120.554134,38.20459481,149,-3.091529463,-3.085644229,-3.09527181,-3.077735399,-3.824149821,-3.817187384,-3.823008461,-3.805791112
6,11,California,Colusa,-122.2369632,39.17749574,18,-17.48740956,-17.78719638,-16.92294102,-17.0013477,-18.1505387,-18.39319761,-17.62231673,-17.65730966
6,13,California,Contra Costa,-121.9275305,37.9191562,42,1.388145447,1.48299094,1.526726443,0.984978357,0.93440569,1.042768401,1.008469677,0.336333908
6,15,California,Del Norte,-123.89724,41.74313556,15,0.628561536,0.628779447,0.673054968,0.637950014,0.735806951,0.744905252,0.799268903,0.761941001
6,17,California,El Dorado,-120.5246639,38.77873323,299,-2.695328538,-2.718729784,-2.705818394,-2.73961877,-2.798069649,-2.827070433,-2.80421244,-2.852140145
6,19,California,Fresno,-119.6492951,36.75819465,207,-1.793802514,-1.933887719,-2.187885842,-2.002984019,-1.678308422,-1.791584723,-2.006160526,-1.758464355
6,21,California,Glenn,-122.3919331,39.5981392,63,-22.578713,-22.63235144,-22.44268401,-22.53142512,-23.01349978,-23.05611364,-22.90880023,-22.99117672
6,23,California,Humboldt,-123.8756291,40.69929752,96,-5.831179111,-5.801743797,-5.877058551,-5.865975277,-6.822597575,-6.813722477,-6.855567643,-6.852315106
6,25,California,Imperial,-115.365341,33.03949738,7,0.813764641,0.747807227,0.791578924,0.736349226,0.378271865,0.319656323,0.356852072,0.314694185
6,27,California,Inyo,-117.4107283,36.51111461,6,0.966004723,0.948323557,0.934792582,0.915752808,0.860993564,0.841945872,0.828842344,0.807997596
6,29,California,Kern,-118.7300643,35.34264947,158,-0.070059697,-0.468785444,-0.285598267,-0.353603731,-0.160241654,-0.583116757,-0.420403262,-0.449702358
6,31,California,Kings,-119.8154652,36.07524268,46,1.868305805,1.97392792,2.283339915,2.08536604,0.498469782,0.553920572,0.86211326,0.76775654
