OT2022-2023,Mallard,Canada goose,Green-winged teal,Black vulture,Blue-winged teal,Snow goose,Bald eagle,American wigeon,Red-tailed hawk,Great horned owl
1,0.179012346,0.225308642,0.052469136,0.021604938,0.061728395,0.135802469,0.212962963,0.030864198,0.212962963,0.040123457
0,0.023529412,0.011764706,0,0.152941176,0.023529412,0,0.047058824,0,0.117647059,0
0,0.105263158,0.156346749,0.017027864,0.315789474,0.027863777,0.001547988,0.208978328,0.012383901,0.100619195,0.003095975
0,0.114617044,0.350323625,0.028586839,0.192286947,0.090884574,0.004854369,0.117313916,0.00566343,0.274271845,0.005124056
0,0.076086957,0.114130435,0.016304348,0.288043478,0.054347826,0.005434783,0.097826087,0,0.119565217,0.005434783
0,0,0.159090909,0,0.340909091,0,0,0.022727273,0,0.090909091,0
0,0.043478261,0.239130435,0.02173913,0.260869565,0.043478261,0.02173913,0.065217391,0,0.108695652,0.02173913
2,0.028368794,0.131205674,0.003546099,0.163120567,0.010638298,0.007092199,0.124113475,0,0.09929078,0.010638298
0,0.055555556,0.046296296,0,0.027777778,0.027777778,0.027777778,0.055555556,0,0.111111111,0
0,0.050505051,0.146464646,0.015151515,0.222222222,0.085858586,0.005050505,0.121212121,0.005050505,0.136363636,0.005050505
0,0.071428571,0.071428571,0.047619048,0.023809524,0.023809524,0.071428571,0.095238095,0,0.357142857,0.047619048
0,0.198019802,0.301980198,0.01980198,0.183168317,0.014851485,0.014851485,0.04950495,0.00990099,0.04950495,0
0,0,0.05,0,0.275,0,0.05,0,0,0.125,0
0,0.038461538,0.111888112,0.031468531,0.167832168,0.017482517,0,0.048951049,0.017482517,0.073426573,0
0,0.068627451,0.222222222,0.039215686,0.281045752,0.071895425,0.026143791,0.133986928,0.016339869,0.117647059,0.003267974
0,0.238258877,0.32416953,0.045819015,0.004581901,0.036655212,0.113402062,0.04467354,0.01489118,0.152348225,0.033218786
0,0.102961918,0.315937941,0.056417489,0.165021157,0.159379408,0.023977433,0.169252468,0.014104372,0.15796897,0
0,0.279778393,0.27700831,0.096952909,0.022160665,0.113573407,0.119113573,0.16066482,0.066481994,0.274238227,0.011080332
0,0.046728972,0.205607477,0.018691589,0,0.028037383,0.112149533,0.037383178,0.009345794,0.158878505,0
0,0,0.142857143,0,0.183673469,0.020408163,0,0.020408163,0,0.020408163,0
0,0.256157635,0.118226601,0.034482759,0.044334975,0.300492611,0.049261084,0.172413793,0.004926108,0.15270936,0.098522167
0,0.042372881,0.338983051,0.033898305,0.144067797,0.059322034,0.016949153,0.177966102,0.008474576,0.152542373,0.042372881
0,0.167435728,0.288068556,0.01713909,0.111404087,0.051417271,0.021753461,0.057350033,0.008569545,0.100197759,0.011865524
0,0.022099448,0.093922652,0,0.116022099,0.011049724,0,0.099447514,0,0.08839779,0
0,0.05,0.257142857,0.010714286,0.189285714,0.032142857,0.010714286,0.042857143,0.003571429,0.057142857,0
0,0.084573748,0.215832206,0.00473613,0.118403248,0.02300406,0.00338295,0.046008119,0.00879567,0.058863329,0.00541272
0,0,0.169811321,0,0.100628931,0.006289308,0.006289308,0.012578616,0,0.056603774,0
0,0.136792453,0.278301887,0.075471698,0.004716981,0.070754717,0.089622642,0.070754717,0.04245283,0.122641509,0.014150943
0,0.060465116,0.11627907,0.018604651,0.302325581,0.027906977,0.004651163,0.11627907,0.013953488,0.11627907,0.004651163
0,0.0703125,0.4140625,0.0078125,0.1953125,0.0078125,0,0.0703125,0.0078125,0.0625,0.0078125
0,0.049180328,0.147540984,0.180327869,0.344262295,0.114754098,0,0.081967213,0.032786885,0.098360656,0.016393443
0,0.056451613,0.048387097,0.016129032,0.080645161,0,0.008064516,0.032258065,0,0.048387097,0
0,0.034013605,0.054421769,0.006802721,0.183673469,0.034013605,0.020408163,0.095238095,0.013605442,0.115646259,0.020408163
0,0.20754717,0.103773585,0.122641509,0.018867925,0.075471698,0.188679245,0.188679245,0.037735849,0.349056604,0
0,0.027439024,0.647865854,0.003810976,0.056402439,0.025914634,0.009146341,0.044969512,0.00152439,0.054878049,0.079268293
1,0.094594595,0.236486486,0.047297297,0.22972973,0.013513514,0.060810811,0.148648649,0.006756757,0.162162162,0.006756757
0,0.075757576,0.03030303,0.075757576,0.196969697,0.166666667,0.045454545,0.121212121,0.03030303,0.151515152,0.015151515
0,0.063829787,0.127659574,0.010638298,0.042553191,0.021276596,0.106382979,0.063829787,0.010638298,0.212765957,0
0,0.064935065,0.337662338,0.012987013,0.012987013,0.012987013,0.077922078,0.103896104,0.012987013,0.168831169,0.025974026
0,0.042553191,0.063829787,0.042553191,0.127659574,0.063829787,0.042553191,0.191489362,0.021276596,0.14893617,0.042553191
0,0.048387097,0.403225806,0.016129032,0.258064516,0.040322581,0,0.080645161,0.008064516,0.096774194,0.016129032
0,0.054794521,0.075342466,0.047945205,0.116438356,0.04109589,0,0.102739726,0.020547945,0.136986301,0
0,0.146634615,0.170673077,0.036057692,0.052884615,0.012019231,0.199519231,0.048076923,0.007211538,0.274038462,0.004807692
2,0,0.017391304,0,0.12173913,0,0,0.060869565,0,0.12173913,0
0,0.013157895,0.021929825,0.004385965,0.350877193,0.013157895,0.00877193,0.171052632,0,0.162280702,0.004385965
0,0.052980132,0.165562914,0.006622517,0.17218543,0.01986755,0.013245033,0.039735099,0,0.225165563,0
0,0.179190751,0.12716763,0.028901734,0.011560694,0.052023121,0.121387283,0.213872832,0.023121387,0.300578035,0
0,0.174603175,0.087301587,0.055555556,0.055555556,0.03968254,0.253968254,0.079365079,0.023809524,0.198412698,0.03968254
0,0.029126214,0.145631068,0,0.077669903,0,0,0.038834951,0,0.048543689,0
0,0.015151515,0.015151515,0,0.196969697,0,0,0.045454545,0,0.181818182,0
0,0.005025126,0.040201005,0,0.145728643,0.010050251,0,0.030150754,0.005025126,0.095477387,0
0,0,0.024390244,0,0.268292683,0,0,0.024390244,0,0.024390244,0
0,0.019047619,0.133333333,0,0.047619048,0,0.028571429,0.057142857,0,0.047619048,0.00952381
0,0.02739726,0.109589041,0.01369863,0.02739726,0.01369863,0.068493151,0.136986301,0,0.150684932,0.054794521
0,0.012578616,0.163522013,0.012578616,0.188679245,0.012578616,0,0.031446541,0.018867925,0.056603774,0
0,0.155688623,0.089820359,0.137724551,0.005988024,0.125748503,0.173652695,0.119760479,0.041916168,0.245508982,0.023952096
0,0.022988506,0.195402299,0.011494253,0.068965517,0.011494253,0,0.022988506,0,0.034482759,0
1,0.096477795,0.232771822,0.062787136,0.162327718,0.071975498,0.073506891,0.134762634,0.019908116,0.19295559,0.007656968
0,0.093457944,0.056074766,0.037383178,0.093457944,0.093457944,0.210280374,0.028037383,0.004672897,0.224299065,0.037383178
0,0.114654935,0.327192741,0.006323893,0.076711575,0.035193841,0.005499038,0.033269178,0.002749519,0.106681331,0.006048941
0,0.063380282,0.063380282,0.021126761,0.098591549,0.035211268,0.021126761,0.056338028,0.007042254,0.126760563,0.007042254
0,0.111111111,0.066666667,0.022222222,0.022222222,0.055555556,0.155555556,0.111111111,0,0.188888889,0
0,0.257048093,0.433665008,0.00331675,0.048922056,0.035655058,0.002487562,0.083747927,0,0.047263682,0.000829187
1,0.121376812,0.275362319,0.019927536,0.023550725,0.010869565,0.010869565,0.121376812,0.003623188,0.081521739,0
0,0,0,0,0.25,0,0,0.080882353,0,0.080882353,0
0,0.198463508,0.500640205,0.003841229,0.152368758,0.064020487,0.011523688,0.108834827,0.00128041,0.198463508,0.003841229
0,0.06097561,0.097560976,0.012195122,0.195121951,0.012195122,0.024390244,0.085365854,0.024390244,0.109756098,0
0,0.032069971,0.043731778,0.002915452,0.166180758,0.014577259,0.008746356,0.008746356,0,0.023323615,0
0,0,0.098837209,0.005813953,0.139534884,0.034883721,0.005813953,0.104651163,0,0.11627907,0.011627907
0,0.016129032,0.032258065,0,0.225806452,0.008064516,0.008064516,0.024193548,0.008064516,0.096774194,0
0,0.012658228,0.139240506,0,0.113924051,0.012658228,0,0.063291139,0,0.113924051,0
0,0.178882624,0.3946694,0.068939006,0.184777037,0.126089185,0.007175807,0.055356228,0.026652998,0.182983086,0.011532547
0,0.204878049,0.262926829,0.106341463,0.067317073,0.174146341,0.037560976,0.075609756,0.006829268,0.110243902,0.015121951
0,0.210526316,0.045112782,0.090225564,0.015037594,0.022556391,0.30075188,0.165413534,0.007518797,0.203007519,0.037593985
0,0.0657277,0.248826291,0.037558685,0.272300469,0.093896714,0.037558685,0.169014085,0.051643192,0.159624413,0.009389671
0,0.420160087,0.361687695,0.079839913,0,0.025641026,0.01037851,0.018993352,0.145027812,0.275132275,0.027608194
0,0.182384342,0.158362989,0.03024911,0,0.001779359,0.00088968,0.0613879,0.017793594,0.201957295,0.001779359
0,0.195214106,0.304785894,0.010075567,0,0,0.002518892,0.052896725,0.037783375,0.289672544,0.018891688
2,0.255573982,0.199004975,0.092500461,0,0.031140593,0.117560346,0.084208587,0.138750691,0.301271421,0.027271052
1,0.280763791,0.369872702,0.01980198,0,0,0.002828854,0.081329562,0.054455446,0.240452617,0.009193777
0,0.54536862,0.148393195,0.315689981,0,0.02173913,0.438563327,0.116257089,0.415879017,0.605860113,0.100189036
1,0.307794173,0.265654559,0.033248203,0,0.002648505,0.012391222,0.01376277,0.069192206,0.379493,0.054010594
1,0.175655431,0.050187266,0.061423221,0,0.003370787,0.011610487,0.073782772,0.054681648,0.148314607,0.005992509
2,0.321216278,0.341335162,0.033379058,0,0,0.003429355,0.074759945,0.021262003,0.195016004,0.011431184
8,0.323801853,0.346959323,0.018525977,0,0.002617801,0.005235602,0.048127265,0.040676601,0.379379783,0.028393073
1,0.535596026,0.288907285,0.341059603,0,0.036423841,0.450331126,0.253311258,0.333609272,0.546357616,0.085264901
0,0.314589372,0.213848631,0.204766506,0,0.024025765,0.009082126,0.047922705,0.18763285,0.17410628,0.004508857
0,0.156423389,0.01451131,0.194622279,0,0.039906103,0.197823303,0.001920615,0.05783184,0.163252241,0.020486556
0,0.195836998,0.064057461,0.042656113,0,0.007329229,0.01920258,0.018909411,0.066549399,0.191439461,0.02975667
0,0.241177744,0.080536913,0.026953886,0,0.010175363,0.015479541,0.011582594,0.024247673,0.282312189,0.048278848
0,0.306896552,0.110344828,0.037931034,0,0.013793103,0.005172414,0,0.027586207,0.403448276,0.034482759
0,0.535050929,0.366686639,0.03594967,0,0.004194128,0.003594967,0.070101857,0.022168963,0.131216297,0.004793289
1,0.316428949,0.326465927,0.143159007,0,0.006867406,0.063919704,0.085578447,0.107765452,0.268885367,0.035393555
0,0.373699149,0.249736059,0.036485542,0,0.020251464,0.01829076,0.005950667,0.099118369,0.326354325,0.034785351
0,0.311125079,0.309868008,0.052168448,0,0.007542426,0.009428033,0.099937146,0.071653048,0.516027656,0.042111879
1,0.319539749,0.22292887,0.124560669,0.000125523,0.02623431,0.006150628,0.024937238,0.117405858,0.357364017,0.04292887
0,0.144329897,0.074420103,0.003543814,0,0,0.000966495,0.017396907,0.012886598,0.164948454,0.006443299
1,0.216836735,0.254501801,0.055072029,0,0.00180072,0.004351741,0.038865546,0.040516206,0.163565426,0.005102041
7,0.327066336,0.14508691,0.277403335,0,0.111387017,0.215679319,0.083362895,0.148989003,0.582830791,0.169918411
1,0.318056829,0.339138405,0.100824931,0,0.019248396,0.054995417,0.115490376,0.093492209,0.383134739,0.036663611
0,0.173487321,0.113231233,0.046824002,0,0.004017073,0.001883003,0.050087873,0.016444891,0.133693196,0.017574692
1,0.248077883,0.23330005,0.030004993,0,0.010634049,0.006989516,0.007738392,0.021268098,0.266100849,0.01767349
0,0.39869281,0.37254902,0.147525677,0,0.00778089,0.009648304,0.0410831,0.152194211,0.375661376,0.044195456
0,0.232685811,0.429476351,0.008445946,0,0.000211149,0.003800676,0.041385135,0.04370777,0.23120777,0.003800676
0,0.466719635,0.288092164,0.091627768,0,0.07053332,0.007170523,0.008044493,0.134452279,0.266600457,0.015969808
1,0.374460653,0.411958085,0.047565235,0,0.005033902,0.029073351,0.038422026,0.076124923,0.265050339,0.020649271
0,0.356529598,0.402846814,0.065295978,0,0.008359693,0.021238138,0.123361952,0.070944419,0.216222323,0.008133755
0,0.256319812,0.101263962,0.055065648,0,0.041985107,0.005193024,0.0148932,0.105183226,0.279002548,0.02728787
3,0.517503805,0.547945205,0.074996541,0,0.01079286,0.056362714,0.037129284,0.070707071,0.252894239,0.031778977
1,0.11265614,0.063869903,0.010370021,0,0.001178412,0.001414094,0.060098987,0.016497761,0.459580486,0.019561631
0,0.236529087,0.076633084,0.019954501,0,0.004874878,0.00441989,0.014039649,0.056613585,0.28079298,0.03041924
1,0.261770534,0.058178332,0.028443592,0,0.026359859,0.00787472,0.008948546,0.109517418,0.261744966,0.011339086
0,0.333780916,0.19131979,0.006280591,0,0.000173258,0.003638411,0.001429376,0.021440638,0.32901633,0.040758869
4,0.358174905,0.362281369,0.044562738,0,0.003498099,0.068136882,0.01095057,0.056273764,0.382205323,0.043193916
0,0.32668579,0.096571507,0.047989801,0,0.030232664,0.007876884,0.049902108,0.034512589,0.326184947,0.023038747
0,0.235021975,0.199706994,0.049387,0,0.007093839,0.00188912,0.007093839,0.067892667,0.265517773,0.075333488
0,0.341006601,0.084529703,0.038490099,0,0.008044554,0.010808581,0.011674917,0.059282178,0.358250825,0.021823432
0,0.430796841,0.355061019,0.106700168,0,0.007130893,0.008207705,0.021225173,0.051040919,0.264656616,0.010457047
0,0.34513455,0.12862918,0.018620605,0,0.005186002,0.002572584,0.01559884,0.02891094,0.306464127,0.032096043
0,0.351102941,0.400367647,0.034375,0,0.004044118,0.019669118,0.109558824,0.078308824,0.224632353,0.020220588
0,0.145054945,0.127472527,0.025641026,0,0.000732601,0.002930403,0.029304029,0.004395604,0.152380952,0.004395604
0,0.257113561,0.244809023,0.055370418,0,0.004357857,0.015380672,0.10817739,0.086900795,0.247116124,0.01922584
0,0.398378926,0.389665653,0.059777102,0,0.014589666,0.028368794,0.021681864,0.135157042,0.353394124,0.042553191
11,0.30816924,0.25615707,0.071244044,0,0.003042655,0.003444515,0.027326483,0.062460532,0.246742063,0.02784316
5,0.278998073,0.267630058,0.050674374,0,0.005009634,0.03044316,0.016377649,0.048362235,0.332177264,0.031021195
0,0.203065134,0.179118774,0.053639847,0,0.005747126,0.14559387,0.053639847,0.066091954,0.423371648,0.068007663
1,0.250893495,0.318799142,0.043602573,0,0.001429593,0.02501787,0.105075054,0.097212294,0.291994282,0.03073624
0,0.203831418,0.163218391,0.011494253,0,0,0,0.063601533,0.017624521,0.096551724,0.001532567
0,0.236238532,0.174082569,0.069495413,0,0.007110092,0.018348624,0.024082569,0.061238532,0.341743119,0.033486239
4,0.229829545,0.264772727,0.024147727,0,0.000284091,0.003125,0.078693182,0.089488636,0.320454545,0.012784091
0,0.364418095,0.10505795,0.023019815,0,0.011750254,0.00656946,0.011055921,0.075522085,0.365966992,0.024782353
0,0.429595665,0.393830763,0.10754481,0,0.032013339,0.090037516,0.010671113,0.103126303,0.418841184,0.086619425
0,0.249243189,0.354187689,0.042381433,0,0.002018163,0.103935419,0.079717457,0.114026236,0.328960646,0.016145308
0,0.522350806,0.592239619,0.183911958,0,0.110165646,0.035625142,0.252552757,0.132629907,0.367370093,0.048218743
0,0.302301255,0.212343096,0.082635983,0,0.066945607,0.001046025,0.042887029,0.019874477,0.175732218,0.036610879
1,0.526321303,0.372164894,0.139804096,0,0.068042533,0.009533288,0.084804358,0.092451941,0.309779477,0.020218951
0,0.396149358,0.418903151,0.101516919,0,0.043173862,0.002333722,0.070011669,0.086931155,0.149941657,0.002333722
0,0.176312248,0.055181696,0.096904441,0,0.129205922,0.01615074,0.01076716,0.074024226,0.215343203,0.133243607
1,0.162005786,0.243972999,0.12246866,0,0.177434908,0.068466731,0.100289296,0.135969142,0.232401157,0.088717454
1,0.427942354,0.425140112,0.104329618,0,0.048869865,0.009607686,0.145624192,0.126870727,0.302518938,0.038338363
0,0.622694048,0.520361991,0.089801601,0,0.103028194,0.00974591,0.081099896,0.110337626,0.340758789,0.064740689
0,0.305168678,0.377901578,0.056019808,0,0.047044259,0.017332095,0.034973692,0.057567317,0.177653977,0.026617146
0,0.083798883,0.002793296,0.086592179,0,0.086592179,0.008379888,0.008379888,0.022346369,0.167597765,0.025139665
0,0.195172414,0.055862069,0.015862069,0,0.010344828,0,0.031724138,0.002758621,0.064137931,0.003448276
0,0.180246914,0.098765432,0.041975309,0,0.024691358,0,0.027160494,0.022222222,0.167901235,0.014814815
0,0.451388889,0.440972222,0.204861111,0,0.121527778,0.052083333,0.09375,0.190972222,0.190972222,0.045138889
0,0.319648094,0.231671554,0.205278592,0,0.249266862,0.026392962,0.04398827,0.152492669,0.105571848,0.046920821
0,0.063380282,0.098591549,0.044014085,0,0.045774648,0.003521127,0.036971831,0.019366197,0.169014085,0.019366197
0,0.362340585,0.560390098,0.186046512,0,0.04276069,0.097524381,0.184546137,0.161290323,0.203300825,0.016504126
0,0.584638041,0.526507518,0.089598512,0,0.067973958,0.019454348,0.051309874,0.098279337,0.232987134,0.051232367
0,0.183574879,0.185990338,0.036231884,0,0.019323671,0,0.074879227,0.028985507,0.330917874,0.009661836
0,0.339822212,0.311353663,0.064701249,0,0.032294363,0.003488241,0.07854169,0.082930123,0.300438843,0.02993136
0,0.297136872,0.270600559,0.067039106,0,0.020949721,0.001396648,0.074022346,0.040851955,0.277583799,0.012569832
0,0.077262693,0.059602649,0.015452539,0,0.035320088,0,0.015452539,0.006622517,0.249448124,0.050772627
0,0.307740996,0.298942971,0.059180961,0,0.048484081,0.006582695,0.018608773,0.085195266,0.2659662,0.050256345
0,0.204951299,0.364448052,0.035714286,0,0.030844156,0.012175325,0.022727273,0.092532468,0.205762987,0.030438312
0,0.37326969,0.337947494,0.086396181,0,0.006682578,0.002863962,0.122195704,0.05823389,0.202863962,0.006682578
0,0.104357798,0.09059633,0.013761468,0,0.005733945,0,0.014908257,0.002293578,0.154816514,0.009174312
0,0.214190687,0.220399113,0.042572062,0,0.01286031,0.000443459,0.05631929,0.038580931,0.118847007,0.002217295
0,0.222772277,0.166831683,0.050990099,0,0.025247525,0.00049505,0.046039604,0.042574257,0.186633663,0.006435644
0,0.337748344,0.278145695,0.059602649,0,0.008830022,0,0.039735099,0.079470199,0.130242826,0.015452539
0,0.138424821,0.243436754,0.054892601,0,0.038186158,0.002386635,0.040572792,0.085918854,0.229116945,0.026252983
0,0.362012987,0.42775974,0.137987013,0,0.102272727,0.001623377,0.082792208,0.208603896,0.133116883,0
2,0.475902103,0.383380514,0.088579926,0,0.04751496,0.004944996,0.065754112,0.075214104,0.309778909,0.039667467
0,0.225710015,0.094170404,0.179372197,0,0.192825112,0.100149477,0.065769806,0.153961136,0.216741405,0.037369208
0,0.251953125,0.14453125,0.1015625,0,0.140625,0.001953125,0,0.0703125,0.1796875,0.048828125
0,0.123913043,0.206521739,0.030434783,0,0.013043478,0.017391304,0.02173913,0.017391304,0.1,0.002173913
3,0.427099045,0.353443942,0.135243841,0,0.045751634,0.008295626,0.086475616,0.115384615,0.322272499,0.014328808
3,0.468611143,0.457901333,0.0747408,0,0.052438191,0.00563974,0.126808705,0.092913296,0.26820098,0.037883104
